Genome	Mean	Std	Min	Max	Median	Nr_ORF	Upstream	Downstream	Upstream-Downstream	Min_Distance	pPolB	pPolB_distance	Polymerase	Pol_distance
NC_042047	-4.282608695652174	59.28951188263961	-102.0	90.0	7.0	92	42	50	-8	2.0	N		-	
LR796186	-42.470588235294116	53.20472960738693	-153.0	54.0	-41.0	85	64	21	43	1.0	N		-	
NZ_PPSL01000001	-201.9848484848485	281.9129992823513	-709.0	267.0	-189.5	132	92	40	52	3.0	N		-	
SOJA01000111	3.0	1.0	2.0	4.0	3.0	2	0	2	-2	2.0	N		-	
DATEZH010000299	-2.3333333333333335	3.636237371545238	-7.0	3.0	-3.5	6	4	2	2	2.0	N		-	
JAGCAI010000051	7.5	5.852349955359813	-2.0	15.0	8.0	10	1	9	-8	1.0	N		-	
MG592403	3.433333333333333	12.737564741957373	-19.0	24.0	5.0	30	12	18	-6	1.0	N		-	
JABJEH010000061	-0.5714285714285714	2.4411439272335804	-4.0	3.0	-1.0	7	4	3	1	1.0	N		-	
DUOZ01000080	1.0	0.0	1.0	1.0	1.0	1	0	1	-1	1.0	N		-	
MK803322	-11.5	22.3094495329118	-33.0	55.0	-18.5	26	22	4	18	1.0	N		-	
QMMK01000003	0.5833333333333334	8.391050126308519	-10.0	15.0	-2.5	12	7	5	2	2.0	N		-	
MG592414	-6.676470588235294	22.293128179191022	-38.0	27.0	-11.5	34	18	16	2	4.0	N		-	
DUZG01000086	-2.0	0.816496580927726	-3.0	-1.0	-2.0	3	3	0	3	1.0	N		-	
NZ_JBDGIA010000015	9.466666666666667	7.692998259600884	-3.0	21.0	9.0	15	2	13	-11	1.0	N		-	
NC_048740	8.857142857142858	5.902265217175313	-1.0	20.0	9.0	14	1	13	-12	1.0	N		-	
WOUY01000005	7.25	11.871710070583767	-12.0	22.0	11.0	8	2	6	-4	5.0	N		-	
NC_076126	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	Y	-1.0	phrog_1907	-1.0
LR797817	-6.884615384615385	13.012795250701766	-28.0	17.0	-7.5	26	18	8	10	2.0	N		-	
MELN01000032	1.4	6.086049621881176	-6.0	9.0	2.0	5	2	3	-1	2.0	N		-	
QMYQ01000510	1.0	0.0	1.0	1.0	1.0	1	0	1	-1	1.0	N		-	
NZ_JMKS01000002	7.9	7.8797208072367635	-2.0	22.0	7.0	10	2	8	-6	1.0	N		-	
DUHL01000228	-2.5	1.5	-4.0	-1.0	-2.5	2	2	0	2	1.0	N		-	
NZ_JAUJQE010000004	-31.670212765957448	154.0483751250825	-342.0	273.0	-18.0	94	55	39	16	1.0	N		-	
BK020061	4.95	7.392394740542471	-8.0	16.0	5.5	20	6	14	-8	1.0	N		-	
DSAK01000188	1.0	0.0	1.0	1.0	1.0	1	0	1	-1	1.0	N		-	
WLID01000001	-321.4135338345865	247.85825830061174	-724.0	94.0	-356.0	133	115	18	97	3.0	N		-	
NZ_FOCJ01000009	14.25	66.80490875177762	-93.0	146.0	7.5	48	21	27	-6	1.0	N		-	
VBIW01000167	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	N		-	
DRFP01000137	-4.5	4.9916597106239795	-10.0	4.0	-5.5	6	5	1	4	1.0	N		-	
BK015645	28.785714285714285	17.676370714393073	-2.0	54.0	29.0	14	1	13	-12	2.0	N		-	
CP002278	401.6467661691542	390.07588189199924	-221.0	1060.0	331.0	201	39	162	-123	1.0	N		-	
JACNHO010000033	-0.5714285714285714	2.4411439272335804	-4.0	3.0	-1.0	7	4	3	1	1.0	N		-	
NJPT01000023	1.0	11.019463300386795	-19.0	15.0	-1.0	7	4	3	1	1.0	N		-	
MH153812	49.111111111111114	56.792887748074854	-40.0	192.0	36.0	63	14	49	-35	1.0	N		-	
NZYI01000018	-2.111111111111111	5.258737584977436	-13.0	7.0	-2.0	9	6	3	3	1.0	N		-	
JAACRV010000003	-46.8125	35.469562215369955	-111.0	5.0	-40.0	64	59	5	54	1.0	N		-	
NZAU01000175	-3.1538461538461537	4.554729644026911	-10.0	4.0	-3.0	13	9	4	5	1.0	N		-	
LR798217	-3.6666666666666665	13.586485660118019	-25.0	19.0	-2.0	27	15	12	3	1.0	N		-	
DATIBT010000024	14.75	10.353139620424328	2.0	36.0	13.0	8	0	8	-8	2.0	N		-	
NHDS01000015	3.764705882352941	7.666039791832899	-8.0	17.0	4.0	17	6	11	-5	1.0	N		-	
JAUZPD010000006	22.4375	26.61758993128416	-12.0	69.0	8.5	16	2	14	-12	2.0	N		-	
NZ_CP053660	-1407.2055921052631	1185.8943683135	-3483.0	618.0	-1396.0	608	510	98	412	4.0	N		-	
NYWG01000260	3.5	4.5661800227323495	-3.0	11.0	3.5	10	3	7	-4	1.0	N		-	
MG592534	-0.23333333333333334	16.760436218136515	-24.0	37.0	-3.5	30	18	12	6	1.0	N		-	
NC_023426	-109.125	84.13372911621117	-232.0	26.0	-115.0	32	27	5	22	9.0	N		-	
CM009911	-40.29032258064516	369.938634278922	-517.0	607.0	-74.0	31	20	11	9	26.0	N		-	
PP059645	6.111111111111111	4.175176495123541	-1.0	12.0	6.0	9	1	8	-7	1.0	N		-	
BK018683	16.647058823529413	18.610374009171487	-24.0	47.0	15.5	34	6	28	-22	1.0	N		-	
NZ_NUIO01000079	-9.454545454545455	7.981383297326534	-23.0	2.0	-7.0	11	10	1	9	1.0	N		-	
JABWBE010000690	3.0	0.0	3.0	3.0	3.0	1	0	1	-1	3.0	N		-	
NZ_CP045871	-44.51162790697674	670.9674042878162	-1168.0	1162.0	-79.0	387	205	182	23	1.0	N		-	
JAOGPQ010000008	4.4	6.993330155703123	-7.0	16.0	4.0	15	5	10	-5	1.0	N		-	
RHBH01000012	-1.2222222222222223	8.638129655811916	-17.0	13.0	0.0	18	9	9	0	1.0	N		-	
NZ_MATO01000008	-8.8	5.418486873657627	-17.0	-1.0	-8.0	5	5	0	5	1.0	N		-	
KU686213	105.41441441441441	77.4754210915032	-37.0	223.0	115.0	111	18	93	-75	3.0	N		-	
BK015217	-11.074074074074074	33.200765191902526	-67.0	49.0	-10.0	27	19	8	11	3.0	N		-	
NZ_QXEV01000001	61.58974358974359	55.19044786764908	-39.0	142.0	55.0	39	7	32	-25	5.0	N		-	
NZ_WVHP01000004	21.818181818181817	13.060359977995281	-3.0	42.0	23.0	33	2	31	-29	2.0	N		-	
NZ_LBFB01000009	3.7037037037037037	27.849881727011066	-46.0	37.0	13.0	27	10	17	-7	2.0	N		-	
BK043661	15.625	10.319126658782709	4.0	37.0	14.5	8	0	8	-8	4.0	N		-	
MK892671	31.235294117647058	22.55980134394363	-11.0	70.0	32.5	34	5	29	-24	1.0	N		-	
BK045800	-5.0	5.440588203494177	-15.0	3.0	-5.0	10	8	2	6	1.0	N		-	
NC_047858	-19.129032258064516	13.219589412109812	-45.0	1.0	-16.0	31	30	1	29	1.0	N		-	
NZ_JAUNSF010000011	-9.0	10.920767275916873	-28.0	14.0	-9.0	19	15	4	11	1.0	N		-	
BK053472	4.8	3.458323293158117	-1.0	10.0	4.5	10	1	9	-8	1.0	N		-	
NZ_RSBD01000006	-7.25	6.5717197140474575	-17.0	3.0	-7.0	12	10	2	8	1.0	N		-	
JBDUAY010000030	-6.0	2.9154759474226504	-10.0	-2.0	-6.0	4	4	0	4	2.0	N		-	
NZ_CZVL01000033	1.0	0.0	1.0	1.0	1.0	1	0	1	-1	1.0	N		-	
DOEQ01000028	2.6666666666666665	2.6246692913372702	-1.0	5.0	4.0	3	1	2	-1	1.0	N		-	
NZ_CM001402	-760.0034782608695	1069.697745194809	-2551.0	1225.0	-835.0	575	417	158	259	9.0	N		-	
NZ_RXJN01000061	-16.571428571428573	13.85493354994781	-35.0	6.0	-19.5	14	11	3	8	2.0	N		-	
NZ_CAHP01000014	-1.7903225806451613	102.96916812214668	-189.0	175.0	-7.5	62	32	30	2	6.0	N		-	
NC_022096	-18.978494623655912	77.68532866768962	-181.0	130.0	-5.0	93	50	43	7	1.0	N		-	
BK041558	6.0	3.295017884191656	1.0	11.0	6.0	7	0	7	-7	1.0	N		-	
MN516421	14.317073170731707	23.67507593867363	-19.0	59.0	9.0	41	15	26	-11	1.0	N		-	
SEBU01000003	173.0	133.4828618909733	-45.0	445.0	142.0	86	5	81	-76	3.0	N		-	
BK043257	-2.0	21.06339637063944	-38.0	26.0	4.0	24	10	14	-4	1.0	N		-	
JAMPEO010000192	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	Y	-1.0	phrog_1907	-1.0
VGOG01000049	-2.0	0.0	-2.0	-2.0	-2.0	1	1	0	1	2.0	N		-	
NVTL01000047	3.2	8.818163074019441	-7.0	14.0	1.0	5	2	3	-1	1.0	N		-	
MWCK01000012	-0.2727272727272727	5.738085032021637	-11.0	7.0	1.0	11	5	6	-1	1.0	N		-	
NZ_JAGDXI010000018	-19.083333333333332	14.453709635322769	-46.0	-1.0	-16.0	12	12	0	12	1.0	N		-	
NZ_JALPRF010000003	-571.8636363636364	315.3640098008743	-1092.0	15.0	-628.5	176	172	4	168	5.0	N		-	
LR798265	-9.047619047619047	15.22365387113779	-37.0	12.0	-5.0	21	13	8	5	1.0	N		-	
JAKDRT010000259	0.0	1.0	-1.0	1.0	0.0	2	1	1	0	1.0	N		-	
NZ_PELY01000071	3.0	0.0	3.0	3.0	3.0	1	0	1	-1	3.0	N		-	
NC_027989	11.346153846153847	21.602959746814445	-14.0	51.0	6.5	26	12	14	-2	1.0	N		-	
NZ_FNDI01000021	14.612244897959183	51.905650797927116	-57.0	113.0	-6.0	49	28	21	7	1.0	N		-	
NZ_JAZHBO010000002	-258.47027027027025	286.85406485101197	-770.0	184.0	-280.0	185	132	53	79	1.0	N		-	
MNRZ01000006	-0.25	20.27775875189366	-26.0	33.0	-9.0	12	7	5	2	8.0	N		-	
CM019148	48.15151515151515	160.90748729441177	-243.0	323.0	61.0	33	12	21	-9	6.0	N		-	
NZ_FTMR01000007	160.76190476190476	95.27649225976083	-4.0	334.0	149.0	63	1	62	-61	2.0	N		-	
QZKB01000050	9.833333333333334	9.118052911059952	-4.0	22.0	9.0	6	1	5	-4	3.0	N		-	
NC_070772	1.2962962962962963	12.545664190718743	-20.0	20.0	3.0	27	12	15	-3	1.0	N		-	
LR797022	100.84693877551021	59.90219103362501	-13.0	190.0	109.5	98	8	90	-82	1.0	N		-	
BK051681	3.0	5.4349297638940595	-8.0	11.0	4.0	13	4	9	-5	1.0	N		-	
NC_048096	-1.3636363636363635	19.252419260522043	-28.0	39.0	-5.0	33	19	14	5	1.0	N		-	
BK022677	-7.2	6.368673331236264	-20.0	3.0	-6.5	10	9	1	8	1.0	N		-	
NZ_JAAXJE010000032	16.227272727272727	17.15949728597659	-21.0	41.0	16.5	22	4	18	-14	1.0	N		-	
DATHGT010000205	3.0	0.0	3.0	3.0	3.0	1	0	1	-1	3.0	N		-	
NZ_FUYN01000002	-29.49230769230769	150.86357801536337	-249.0	256.0	-67.5	130	77	53	24	2.0	N		-	
JAFLUY010000004	-43.35294117647059	31.297324028572813	-77.0	25.0	-57.0	17	15	2	13	3.0	N		-	
NC_009925	312.51022727272726	1666.7210733230197	-2562.0	3077.0	269.5	880	394	486	-92	5.0	N		-	
NC_014915	-1047.3533123028392	1017.8336437132139	-2766.0	650.0	-1023.5	634	485	149	336	1.0	N		-	
LNGC01000143	0.6666666666666666	2.6246692913372702	-3.0	3.0	2.0	3	1	2	-1	2.0	N		-	
MW001214	2.0121951219512195	42.582629546375806	-97.0	92.0	4.5	82	39	43	-4	2.0	N		-	
NZ_RBXB01000001	354.49785407725324	372.9780295277679	-247.0	1049.0	302.0	233	47	186	-139	1.0	N		-	
PP870179	6.7	4.405678154382138	-1.0	13.0	6.5	10	1	9	-8	1.0	N		-	
NZ_BNAJ01000015	20.16	30.833332612612605	-21.0	80.0	18.0	25	8	17	-9	1.0	N		-	
NYUN01000042	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	N		-	
MH517022	30.48780487804878	56.19027862766486	-58.0	115.0	31.0	82	30	52	-22	1.0	N		-	
NZ_CP021108	-1344.132275132275	1551.4852300332175	-4074.0	1369.0	-1335.5	756	578	178	400	2.0	N		-	
JADZCF010000067	2.0	0.0	2.0	2.0	2.0	1	0	1	-1	2.0	N		-	
REEP01000067	-28.0	16.650468318882062	-65.0	-6.0	-26.0	21	21	0	21	6.0	N		-	
JAAZMY010000800	2.0	1.0	1.0	3.0	2.0	2	0	2	-2	1.0	N		-	
KY684103	69.0	96.6735629723958	-100.0	234.0	85.5	36	11	25	-14	5.0	N		-	
BOZZ01000004	-20.80952380952381	13.53872417010536	-44.0	1.0	-24.0	21	20	1	19	1.0	N		-	
NZ_CP046445	-598.2255466052934	1270.8758167239598	-2818.0	1673.0	-666.0	869	544	325	219	1.0	N		-	
NZ_JAQOUA010000005	-3.7866666666666666	160.13987996609578	-262.0	282.0	4.0	75	37	38	-1	2.0	N		-	
NC_007914	3.6	6.1838499334961226	-7.0	10.0	5.0	5	1	4	-3	1.0	N		-	
NZ_JADKQD010000070	5.454545454545454	5.710654099832513	-2.0	17.0	4.0	11	2	9	-7	1.0	N		-	
BK057728	7.5	6.422616289332565	-2.0	20.0	6.5	12	2	10	-8	1.0	N		-	
NZ_BAAAQY010000017	9.5	6.3966136874651625	-1.0	19.0	9.5	6	1	5	-4	1.0	N		-	
NZ_JAGINP010000001	-110.02912621359224	181.24823166519658	-437.0	165.0	-77.0	103	62	41	21	2.0	N		-	
NC_027399	-431.766081871345	210.7224643416442	-677.0	1.0	-507.0	171	170	1	169	1.0	N		-	
NZ_PGQJ01000021	12.333333333333334	4.4969125210773475	7.0	18.0	12.0	3	0	3	-3	7.0	N		-	
QNEC01000088	1.0	0.0	1.0	1.0	1.0	1	0	1	-1	1.0	N		-	
SEGT01000162	1.0	0.0	1.0	1.0	1.0	1	0	1	-1	1.0	N		-	
DUAO01000117	-1.7142857142857142	2.3733211036908783	-5.0	2.0	-2.0	7	5	2	3	1.0	N		-	
DLUS01000174	6.333333333333333	3.6817870057290873	2.0	11.0	6.0	3	0	3	-3	2.0	N		-	
QHTA01000108	-1.3333333333333333	2.494438257849294	-4.0	2.0	-2.0	3	2	1	1	2.0	N		-	
NZ_CP020477	1329.025641025641	765.9100939861091	-7.0	2667.0	1364.0	429	1	428	-427	7.0	N		-	
NC_028787	30.22222222222222	20.6654718890003	-1.0	63.0	32.0	9	1	8	-7	1.0	N		-	
JBAWXS010000158	-3.0	0.0	-3.0	-3.0	-3.0	1	1	0	1	3.0	N		-	
NZ_LYXZ01000063	11.9	11.886547017532047	-4.0	33.0	12.0	10	3	7	-4	1.0	N		-	
NZ_JABBPC010000034	-3.1666666666666665	16.732370490227087	-31.0	22.0	-2.0	12	6	6	0	1.0	N		phrog_947	-20.0
NZ_JAERLO010000001	80.5592105263158	229.78123845680952	-274.0	574.0	28.5	152	58	94	-36	7.0	N		-	
NC_062753	-26.4	24.12135982899803	-81.0	10.0	-29.0	25	19	6	13	3.0	N		-	
CCMO02000001	250.221322537112	1493.0003121643838	-2348.0	2805.0	235.0	741	330	411	-81	1.0	N		-	
PPXQ01000012	-53.75	42.5991490525339	-132.0	18.0	-51.0	24	20	4	16	8.0	N		-	
PBBU01000003	16.4	10.594338110519223	4.0	33.0	18.0	5	0	5	-5	4.0	N		-	
BK040981	30.96	26.50506366715613	-7.0	67.0	44.0	25	6	19	-13	1.0	N		-	
NZ_QMFA01000002	102.03508771929825	87.37335996749724	-44.0	228.0	114.0	57	11	46	-35	3.0	N		-	
RFLS01000299	3.0	3.1622776601683795	-2.0	7.0	4.0	5	1	4	-3	1.0	N		-	
NC_009990	23.666666666666668	13.823145990669602	1.0	45.0	21.0	21	0	21	-21	1.0	N		-	
MWKR01000018	-11.333333333333334	7.408703590297622	-18.0	-1.0	-15.0	3	3	0	3	1.0	N		-	
JAAZMG010000139	-4.75	2.8613807855648994	-9.0	-1.0	-4.5	4	4	0	4	1.0	N		-	
BK026416	4.9	3.477067730142742	-1.0	10.0	5.0	10	1	9	-8	1.0	N		-	
JAHIYA010000339	4.5	0.5	4.0	5.0	4.5	2	0	2	-2	4.0	N		-	
MK500468	-2.0	7.648529270389178	-11.0	10.0	-3.5	4	3	1	2	2.0	N		-	
NZ_JAHSPF010000002	-40.21621621621622	123.42911343496168	-286.0	198.0	-32.0	111	76	35	41	1.0	N		-	
NZ_VWSH01000001	-50.75	418.23733611214317	-785.0	663.0	-35.0	220	113	107	6	1.0	N		-	
LR796437	-37.74074074074074	17.798444777236583	-67.0	-4.0	-38.0	27	27	0	27	4.0	N		-	
NZ_AFWV01000017	36.96153846153846	27.18523463662804	-4.0	87.0	32.5	26	2	24	-22	1.0	N		-	
JBEAXF010000266	0.6	1.854723699099141	-2.0	3.0	1.0	5	2	3	-1	1.0	N		-	
NC_014322	-5.666666666666667	5.734883511361751	-13.0	1.0	-5.0	3	2	1	1	1.0	N		-	
NC_049966	7.904761904761905	11.963853344473618	-14.0	26.0	12.0	21	5	16	-11	1.0	N		-	
BK057953	-7.9	5.448853090330111	-16.0	1.0	-7.5	10	9	1	8	1.0	N		-	
NC_073480	6.4	4.1521078984053394	-1.0	13.0	6.5	10	1	9	-8	1.0	N		-	
DOCA01000162	-5.0	0.0	-5.0	-5.0	-5.0	1	1	0	1	5.0	N		-	
DMHF01000022	2.0	0.0	2.0	2.0	2.0	1	0	1	-1	2.0	N		-	
MN939540	55.39784946236559	41.907255456439955	-46.0	134.0	57.0	93	9	84	-75	1.0	N		-	
NZ_JAAFZH010000013	7.15	49.43710650917992	-60.0	95.0	10.5	20	8	12	-4	8.0	N		-	
OP073909	6.3076923076923075	5.454491661918719	-2.0	15.0	6.0	13	2	11	-9	1.0	N		-	
NZTQ01000021	3.9	6.284106937345991	-6.0	12.0	5.5	10	4	6	-2	1.0	N		-	
JAOKQO010000001	-0.1111111111111111	6.4367770479823285	-10.0	11.0	0.0	18	9	9	0	1.0	N		-	
NZ_FQWY01000047	0.3333333333333333	1.699673171197595	-2.0	2.0	1.0	3	1	2	-1	1.0	N		-	
BK058170	-8.0	5.5677643628300215	-16.0	3.0	-8.5	10	9	1	8	1.0	N		-	
KU886272	-19.375	18.600655230394437	-50.0	3.0	-10.5	16	14	2	12	1.0	N		-	
JAGCAQ010000016	-7.8	7.025667228100118	-23.0	2.0	-6.0	15	13	2	11	1.0	N		-	
PCTM01000008	3.3333333333333335	4.189935029992179	-1.0	9.0	2.0	3	1	2	-1	1.0	N		-	
NZ_SJOI01000001	-2233.6376237623763	1560.279335669458	-5127.0	360.0	-2339.5	1010	936	74	862	1.0	N		-	
QMRH01000028	19.25	18.81322673014919	-2.0	46.0	15.5	8	2	6	-4	1.0	N		-	
NZAL01000070	-5.5	5.024937810560445	-14.0	-1.0	-3.5	4	4	0	4	1.0	N		-	
NZ_FQYI01000004	80.89655172413794	37.94310152882385	-2.0	149.0	83.0	29	1	28	-27	2.0	N		-	
BK055226	-9.2	4.664761515876241	-17.0	-1.0	-9.0	10	10	0	10	1.0	N		-	
NC_019454	-10.76923076923077	11.626586549495059	-42.0	7.0	-9.5	26	21	5	16	1.0	N		phrog_9556	-23.0
JAAZIW010000234	0.25	4.968651728587948	-5.0	7.0	-0.5	4	2	2	0	3.0	N		-	
NW_020290794	13.5	30.308139720763684	-33.0	49.0	28.5	6	2	4	-2	23.0	N		-	
NZ_JAMAVP010000019	8.142857142857142	7.229474816502854	-3.0	19.0	7.5	14	2	12	-10	1.0	N		-	
JAFDGA010000022	16.625	10.427577618987067	-1.0	31.0	18.5	8	1	7	-6	1.0	N		-	
NZ_BDQI01000008	-77.22033898305085	107.30979512001059	-257.0	96.0	-67.0	59	43	16	27	4.0	N		-	
NZ_JBHSQT010000003	74.8	43.70194503680585	-14.0	128.0	83.5	20	2	18	-16	1.0	N		-	
NZ_LT629740	-678.2317880794702	1451.7106604411654	-3222.0	1653.0	-616.0	755	463	292	171	1.0	N		-	
NCGZ01000032	7.0	0.0	7.0	7.0	7.0	1	0	1	-1	7.0	N		-	
NZ_CP054666	-200.17073170731706	186.7901177430339	-516.0	142.0	-191.0	123	103	20	83	3.0	N		-	
KQ965567	-11.75	41.233329964968874	-79.0	52.0	-8.0	20	12	8	4	1.0	N		-	
PBFH01000004	2.6666666666666665	10.530379332620877	-8.0	17.0	-1.0	3	2	1	1	1.0	N		-	
NZ_FQYI01000008	-39.05	35.69310157439389	-112.0	18.0	-39.5	40	33	7	26	1.0	N		-	
NZ_CP016447	-1432.7413793103449	1190.9608488360004	-3677.0	362.0	-1243.5	638	527	111	416	1.0	N		-	
BGZN01000059	-1.5	0.5	-2.0	-1.0	-1.5	2	2	0	2	1.0	N		-	
NZ_AP018712	565.978102189781	681.0611242722186	-518.0	1728.0	563.0	411	113	298	-185	2.0	N		-	
CP070695	1887.5513698630136	1359.6080660438686	-333.0	4118.0	1851.5	584	52	532	-480	1.0	N		-	
NC_025375	9.5	11.62492532831454	-8.0	28.0	7.0	18	5	13	-8	1.0	N		-	
BK027879	5.166666666666667	4.775516260631468	-4.0	12.0	5.5	12	2	10	-8	1.0	N		-	
NZ_DDYV01000209	-15.166666666666666	3.7155828016013257	-19.0	-8.0	-16.5	6	6	0	6	8.0	N		-	
NZ_JACSWY010000016	60.825	41.41550887047025	-6.0	112.0	72.0	40	3	37	-34	1.0	N		-	
RXGA01000003	66.03809523809524	216.67073653948373	-343.0	422.0	58.0	105	42	63	-21	1.0	N		-	
OR032571	52.608247422680414	63.26031258597182	-80.0	143.0	58.0	97	22	75	-53	1.0	N		-	
BK015936	-23.73913043478261	9.922383090789133	-38.0	-1.0	-25.0	23	23	0	23	1.0	N		-	
DOZD01000122	0.6	1.854723699099141	-2.0	3.0	1.0	5	2	3	-1	1.0	N		-	
NC_042006	-11.392857142857142	11.650687550877128	-42.0	5.0	-9.5	28	23	5	18	1.0	N		phrog_9556	-20.0
NZ_CP121644	-200.82099267697316	2581.3694816567104	-4548.0	4312.0	-325.0	1229	657	572	85	9.0	N		-	
MDYQ01000013	22.333333333333332	7.133644853010899	15.0	32.0	20.0	3	0	3	-3	15.0	N		-	
NZ_JAERME010000001	-221.4561403508772	309.46621107259745	-793.0	226.0	-191.0	171	116	55	61	1.0	N		-	
NZ_FNIE01000005	-159.88	162.59831569443352	-404.0	103.0	-215.0	75	56	19	37	2.0	N		-	
BK015667	15.027777777777779	21.730017782770133	-28.0	50.0	18.5	36	8	28	-20	2.0	N		-	
LR796861	7.212121212121212	60.06247130394172	-108.0	109.0	11.0	99	42	57	-15	1.0	N		-	
NZ_JAPEPS010000001	2745.963321799308	2602.157512481129	-1764.0	7036.0	2789.0	1445	284	1161	-877	2.0	N		-	
MEEM01000006	-3.0	0.0	-3.0	-3.0	-3.0	1	1	0	1	3.0	N		-	
DATMQY010000012	-12.857142857142858	45.127370761398616	-104.0	56.0	-11.5	28	15	13	2	4.0	N		-	
JAFNQR010000283	-1.0	2.0	-3.0	1.0	-1.0	2	1	1	0	1.0	N		-	
NZ_JACCBV010000001	-1800.9867330016584	1017.6451452323798	-3524.0	9.0	-1828.0	603	600	3	597	5.0	N		-	
NZ_BBYM01000005	-31.88135593220339	73.1643343569137	-176.0	93.0	-15.0	59	40	19	21	1.0	N		-	
PBYV01000032	-4.5	6.461423991660043	-16.0	5.0	-4.0	16	11	5	6	1.0	N		-	
RPPY01000028	-1.5	0.5	-2.0	-1.0	-1.5	2	2	0	2	1.0	N		-	
NC_070984	35.65384615384615	33.4755275797942	-10.0	108.0	34.5	52	8	44	-36	1.0	N		-	
NZER01000311	-2.0	0.816496580927726	-3.0	-1.0	-2.0	3	3	0	3	1.0	N		-	
LR797061	-31.57894736842105	11.51345112408541	-44.0	2.0	-35.0	19	18	1	17	2.0	N		-	
QMPN01000228	-1.75	2.277608394786075	-4.0	2.0	-2.5	4	3	1	2	2.0	N		-	
QMYR01000043	-1.0	5.244044240850758	-5.0	8.0	-3.5	4	3	1	2	3.0	N		-	
BK018356	-1.4615384615384615	6.25872172517169	-11.0	9.0	-1.0	13	7	6	1	1.0	N		-	
NC_048651	17.91304347826087	20.727870427913494	-19.0	52.0	21.5	46	12	34	-22	1.0	N		-	
NC_014655	-95.18333333333334	1017.319364664913	-1718.0	1791.0	-171.5	600	321	279	42	9.0	N		-	
MT764845	-2.3055555555555554	32.18420889922783	-49.0	45.0	-6.5	36	20	16	4	2.0	N		-	
NZ_FOPU01000013	-24.833333333333332	23.075359633648663	-55.0	8.0	-30.5	6	4	2	2	1.0	N		-	
JAAYYI010000101	0.5	2.5	-2.0	3.0	0.5	2	1	1	0	2.0	N		-	
VXIU01000081	-16.0	1.0	-17.0	-15.0	-16.0	2	2	0	2	15.0	N		-	
RGWU01000057	0.08333333333333333	4.499228328897696	-8.0	7.0	0.0	12	6	6	0	1.0	N		-	
LGGF01000003	-32.9	15.306534552275377	-57.0	-8.0	-33.5	10	10	0	10	8.0	N		-	
LR798215	-22.35	16.000859351922323	-47.0	7.0	-22.0	20	17	3	14	1.0	N		-	
DPRR01000029	218.40697674418604	147.62801917098358	-51.0	470.0	257.5	86	6	80	-74	6.0	N		-	
NZ_CACVCH010000047	10.727272727272727	21.037157209829335	-10.0	59.0	1.0	11	5	6	-1	1.0	N		-	
JAGCAQ010000165	-5.666666666666667	3.9228674319799404	-12.0	1.0	-5.5	12	11	1	10	1.0	N		-	
NYZL01000005	1.1	6.187891401761993	-11.0	12.0	1.5	10	4	6	-2	1.0	N		-	
JAGLQU010000881	0.0	1.5811388300841898	-2.0	2.0	0.0	4	2	2	0	1.0	N		-	
MN695334	212.35454545454544	117.62394517843228	-3.0	366.0	251.5	110	3	107	-104	1.0	N		-	
NZ_CP010904	908.1633165829146	706.5932714207947	-307.0	2077.0	940.0	398	52	346	-294	7.0	N		-	
NZ_CP064942	-542.7824620573356	1171.0405117520897	-2578.0	1504.0	-568.0	593	385	208	177	1.0	N		-	
NZ_SDLG01000004	35.3974358974359	44.460682643406244	-59.0	133.0	27.5	78	16	62	-46	1.0	N		-	
JAONPW010000002	0.1875	8.063953357379988	-11.0	17.0	-1.5	16	9	7	2	1.0	N		-	
NZ_CP012328	-21.5273631840796	333.2140490511872	-534.0	542.0	-10.0	201	105	96	9	1.0	N		-	
NZ_ATCL01000022	-50.064935064935064	108.29113449129326	-211.0	132.0	-45.0	77	45	32	13	1.0	N		-	
LR796648	17.1	16.970268118094072	-5.0	57.0	11.5	20	2	18	-16	1.0	N		-	
NZ_LT635453	155.25274725274724	103.51286944532187	-30.0	362.0	143.0	91	5	86	-81	3.0	N		-	
PAKY01000016	10.0	0.0	10.0	10.0	10.0	1	0	1	-1	10.0	N		-	
OP074244	5.153846153846154	4.417555081649609	-2.0	13.0	5.0	13	2	11	-9	1.0	N		-	
DUHL01000141	-7.0	5.354126134736337	-14.0	-1.0	-6.0	3	3	0	3	1.0	N		-	
NC_047900	77.30526315789474	57.65798866167373	-40.0	173.0	75.0	95	9	86	-77	2.0	N		-	
NC_021337	9.125	8.186943365302259	-4.0	24.0	8.5	24	4	20	-16	1.0	N		phrog_9556	22.0
NC_049960	12.333333333333334	9.422196016735047	-3.0	28.0	14.5	18	3	15	-12	1.0	N		-	
DTSP01000206	1.0	0.0	1.0	1.0	1.0	1	0	1	-1	1.0	N		-	
NYZX01000122	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1	1.0	N		-	
DATMEN010000030	7.333333333333333	7.156970184527963	-2.0	16.0	7.5	6	1	5	-4	1.0	N		-	
NC_047748	-21.7	14.071602609511116	-50.0	-1.0	-19.0	30	30	0	30	1.0	N		-	
NC_048854	38.041666666666664	21.099919365301428	5.0	68.0	46.5	24	0	24	-24	5.0	N		-	
