seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
NZ_JABTBM010000001.1	16524	No terminal repeats	NA	20	11	0.9996	0.0003	3	15.1695	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_051580.1	57534	No terminal repeats	NA	94	11	0.9996	0.0003	3	100.2669	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAXJTP010000076.1	16085	No terminal repeats	NA	27	11	0.9996	0.0003	3	17.9921	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796529.1	45046	No terminal repeats	NA	64	11	0.9996	0.0003	12	55.6568	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_JAQFAU010000002.1|provirus_3_42234	42232	Provirus	3-42234	53	11	0.9996	0.0003	9	57.2766	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAWWAS010000001.1	50066	No terminal repeats	NA	73	11	0.9996	0.0003	14	60.3099	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAHAFR010000099.1	5084	No terminal repeats	NA	10	11	0.9996	0.0003	1	4.9074	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JADJDR010000014.1	31540	No terminal repeats	NA	43	11	0.9996	0.0003	4	29.1127	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MN453779.2	61964	No terminal repeats	NA	72	11	0.9996	0.0003	1	39.9301	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MT773555.1	47184	No terminal repeats	NA	41	11	0.9996	0.0003	10	44.0356	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796648.1	38033	No terminal repeats	NA	69	11	0.9996	0.0003	6	30.9590	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK040981.1	47589	No terminal repeats	NA	67	11	0.9996	0.0003	4	70.0939	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK057331.1	35313	No terminal repeats	NA	30	11	0.9996	0.0003	2	15.9602	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK052355.1	36714	No terminal repeats	NA	45	11	0.9996	0.0003	11	54.4062	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MG198570.1	33127	No terminal repeats	NA	32	11	0.9996	0.0003	9	45.8915	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAGCAQ010000350.1	16806	ITR	NA	25	11	0.9996	0.0003	3	15.4645	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JABSRW010000642.1	1552	No terminal repeats	NA	3	11	0.9996	0.0003	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_JASGXL010000009.1|provirus_1_35962	35962	Provirus	1-35962	41	11	0.9996	0.0003	9	50.0705	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_015250.1	60791	No terminal repeats	NA	87	11	0.9996	0.0003	28	110.4530	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Straboviridae
MN939540.1	52655	No terminal repeats	NA	95	11	0.9996	0.0003	5	52.6892	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Herelleviridae
PAKA01000003.1	20353	No terminal repeats	NA	19	11	0.9996	0.0003	4	30.3343	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
NC_049850.1	60818	No terminal repeats	NA	87	11	0.9996	0.0003	4	59.7060	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_070772.1	45171	No terminal repeats	NA	81	11	0.9996	0.0003	9	64.8487	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_JBFTBT010000013.1	32484	No terminal repeats	NA	43	11	0.9996	0.0003	19	56.3306	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK046423.1	16920	No terminal repeats	NA	21	11	0.9996	0.0003	3	14.7092	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK055226.1	16188	No terminal repeats	NA	19	11	0.9996	0.0003	3	23.7293	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAFWHK010000015.1	17658	No terminal repeats	NA	24	11	0.9996	0.0003	4	20.3851	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK016182.1	39066	No terminal repeats	NA	67	11	0.9996	0.0003	1	14.9124	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MZ643272.1	54820	No terminal repeats	NA	98	11	0.9996	0.0003	1	109.1715	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Herelleviridae
BK032718.1	19654	ITR	NA	26	11	0.9996	0.0003	4	22.0868	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_048765.1	32238	No terminal repeats	NA	46	11	0.9996	0.0003	6	31.3292	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
RFPH01000020.1	39749	No terminal repeats	NA	65	11	0.9996	0.0003	6	76.7469	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
NHKS02000010.1	40000	No terminal repeats	NA	67	11	0.9996	0.0003	7	85.1124	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAFUBD010000185.1	12130	No terminal repeats	NA	15	11	0.9996	0.0003	3	11.7612	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MN855816.1	13366	No terminal repeats	NA	16	11	0.9996	0.0003	7	13.8229	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_055720.1	60599	No terminal repeats	NA	69	11	0.9996	0.0003	32	99.1533	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Straboviridae
BK039300.1	51639	No terminal repeats	NA	69	11	0.9996	0.0003	8	50.1909	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
RGCF01000015.1	46614	No terminal repeats	NA	67	11	0.9996	0.0003	7	70.5351	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAPNUL010000601.1	5081	No terminal repeats	NA	6	11	0.9996	0.0003	0	6.2088	Viruses;;;;;;Ampullaviridae
BK026586.1	16547	ITR	NA	22	11	0.9996	0.0003	4	16.4274	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_048096.1	44103	No terminal repeats	NA	66	11	0.9996	0.0003	8	73.8008	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAGLQU010000910.1	3888	No terminal repeats	NA	9	11	0.9996	0.0003	2	9.4313	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAKTLW010000029.1	14550	No terminal repeats	NA	17	11	0.9996	0.0003	5	19.6362	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_027989.1	53237	No terminal repeats	NA	65	11	0.9996	0.0003	4	75.5087	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAYNJB010000027.1	10069	No terminal repeats	NA	7	11	0.9996	0.0003	2	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
BK050238.1	22303	No terminal repeats	NA	39	11	0.9996	0.0003	5	25.4809	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
RGIZ01000643.1	1560	No terminal repeats	NA	3	11	0.9996	0.0003	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_054989.1	36032	No terminal repeats	NA	49	11	0.9996	0.0003	6	37.8503	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_QJSQ01000015.1|provirus_22400_56116	33717	Provirus	22400-56116	49	11	0.9996	0.0003	6	35.9561	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
PAWD01000051.1	19724	No terminal repeats	NA	40	11	0.9996	0.0003	3	38.3360	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK042305.1	19227	No terminal repeats	NA	25	11	0.9996	0.0003	3	20.0494	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MG696115.1	39825	DTR	NA	67	11	0.9996	0.0003	13	54.2764	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK015689.1	32402	No terminal repeats	NA	35	4	0.9996	0.0003	8	46.1583	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_JADKQD010000070.1	13699	No terminal repeats	NA	22	11	0.9996	0.0003	1	15.1725	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Kalamavirales;Tectiviridae
RHBQ01001720.1	1020	No terminal repeats	NA	2	11	0.9996	0.0003	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SSGX01000010.1	35518	No terminal repeats	NA	40	11	0.9996	0.0003	6	31.6411	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
PABJ01000126.1	9795	No terminal repeats	NA	10	11	0.9996	0.0003	3	15.3267	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
NC_073467.1	16662	ITR	NA	23	11	0.9996	0.0003	3	11.7805	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
DATMJF010000568.1	4058	No terminal repeats	NA	7	11	0.9996	0.0003	4	10.3097	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Salasmaviridae
BK019131.1	16817	No terminal repeats	NA	24	11	0.9996	0.0003	3	17.0872	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK066403.1	38567	ITR	NA	30	11	0.9996	0.0003	13	32.6411	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Rowavirales;Adenoviridae
BK057480.1	61421	No terminal repeats	NA	59	11	0.9996	0.0003	5	47.8896	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_SDLG01000004.1|provirus_27655_61760	34106	Provirus	27655-61760	49	11	0.9996	0.0003	17	62.5713	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MUGE01000023.1	9941	No terminal repeats	NA	18	11	0.9996	0.0003	3	15.7208	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JABWBX010000001.1	50590	DTR	NA	84	11	0.9996	0.0003	10	59.3980	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAGCKX010000186.1	17061	No terminal repeats	NA	20	11	0.9996	0.0003	3	17.1745	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK016585.1	15384	ITR	NA	18	11	0.9996	0.0003	4	17.9604	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
QMOB01000019.1	24705	No terminal repeats	NA	34	11	0.9996	0.0003	0	10.6596	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
PBQC01000014.1	28701	No terminal repeats	NA	27	11	0.9996	0.0003	9	43.2486	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_073479.1	18418	ITR	NA	25	11	0.9996	0.0003	3	20.3792	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
RPPI01000046.1	18336	No terminal repeats	NA	26	11	0.9996	0.0003	4	11.1967	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZAB01000135.1	39609	No terminal repeats	NA	28	11	0.9996	0.0003	8	42.3788	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MW805361.1	55437	No terminal repeats	NA	92	11	0.9996	0.0003	9	62.2753	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Straboviridae
NC_049340.1	60776	No terminal repeats	NA	84	11	0.9996	0.0003	2	31.6075	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK018514.1	18083	No terminal repeats	NA	24	11	0.9996	0.0003	4	18.6461	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK057890.1	16196	ITR	NA	25	11	0.9996	0.0003	3	17.1386	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK048658.1	51050	No terminal repeats	NA	42	11	0.9996	0.0003	2	25.2264	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NHDS01000015.1	35756	No terminal repeats	NA	26	11	0.9996	0.0003	9	42.4303	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAQCFA010000248.1	3129	No terminal repeats	NA	6	11	0.9996	0.0003	3	8.0737	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796964.1	40034	No terminal repeats	NA	61	11	0.9996	0.0003	2	19.6383	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_NZML01000052.1	13119	No terminal repeats	NA	13	11	0.9996	0.0003	6	19.8652	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_JAUJRI010000006.1|provirus_27289_61967	34679	Provirus	27289-61967	54	11	0.9996	0.0003	7	50.2244	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_JMKS01000002.1	14829	No terminal repeats	NA	28	11	0.9996	0.0003	1	14.6954	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Kalamavirales;Tectiviridae
LR796738.1	48306	No terminal repeats	NA	61	11	0.9996	0.0003	2	30.5724	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
DRFP01000366.1	5909	No terminal repeats	NA	16	11	0.9996	0.0003	0	7.7589	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAXEAR010000123.1	14874	ITR	NA	21	11	0.9996	0.0003	4	15.0247	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK015897.1	14274	No terminal repeats	NA	21	11	0.9996	0.0003	3	18.3992	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAFWJA010000006.1	15703	ITR	NA	21	11	0.9996	0.0003	4	15.3530	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NYTQ01000159.1	31653	No terminal repeats	NA	55	11	0.9996	0.0003	6	81.5540	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
DNHK01000407.1	7275	No terminal repeats	NA	16	11	0.9996	0.0003	2	20.0614	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR798287.1	60593	No terminal repeats	NA	66	11	0.9996	0.0003	19	82.5627	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_PVRV01000023.1|provirus_24334_61589	37256	Provirus	24334-61589	59	11	0.9996	0.0003	11	42.2843	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_020850.1	38374	DTR	NA	58	11	0.9996	0.0003	16	61.8658	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MK071979.1	51821	No terminal repeats	NA	46	11	0.9996	0.0003	0	7.5009	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;;
NZ_CP061539.1|provirus_24922_61394	36473	Provirus	24922-61394	49	11	0.9996	0.0003	5	34.5701	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_RSBD01000006.1	13501	No terminal repeats	NA	25	11	0.9996	0.0003	1	17.5716	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Kalamavirales;Tectiviridae
SOKI01000156.1	47396	No terminal repeats	NA	71	11	0.9996	0.0003	3	29.2724	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAFZDT010000078.1	16443	No terminal repeats	NA	22	11	0.9996	0.0003	3	18.2597	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAFONU010000182.1	3884	No terminal repeats	NA	6	11	0.9996	0.0003	0	6.4774	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAFWWV010000134.1	13624	No terminal repeats	NA	21	11	0.9996	0.0003	3	13.2806	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JACNHO010000020.1	37260	No terminal repeats	NA	28	11	0.9996	0.0003	10	39.9684	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_VFVY01000001.1|provirus_23577_62550	38974	Provirus	23577-62550	55	11	0.9996	0.0003	7	54.5517	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796372.1	38073	No terminal repeats	NA	59	11	0.9996	0.0003	5	63.8674	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_FOOW01000005.1|provirus_25288_35655	10368	Provirus	25288-35655	17	11	0.9996	0.0003	1	13.2284	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
SSEH01000007.1	6156	No terminal repeats	NA	6	11	0.9996	0.0003	1	10.2010	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae
JAGNRH010000091.1	16462	No terminal repeats	NA	10	11	0.9996	0.0003	2	13.1371	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_LNMB01000058.1	17791	No terminal repeats	NA	26	11	0.9996	0.0003	3	13.0935	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_JANV01000006.1	13112	No terminal repeats	NA	22	11	0.9996	0.0003	1	10.7657	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Kalamavirales;Tectiviridae
DNNM01000223.1	9471	No terminal repeats	NA	19	11	0.9996	0.0003	2	14.1513	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK033642.1	17925	ITR	NA	22	11	0.9996	0.0003	5	18.1380	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
DMCA01000255.1	2570	No terminal repeats	NA	5	11	0.9996	0.0003	0	7.5207	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK052025.1	17373	No terminal repeats	NA	23	11	0.9996	0.0003	4	14.9331	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK054684.1	25090	No terminal repeats	NA	42	11	0.9996	0.0003	5	26.3339	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_AYYH01000084.1	5468	No terminal repeats	NA	11	11	0.9996	0.0003	0	4.9855	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_JBCIVJ010000001.1|provirus_25478_40166	14689	Provirus	25478-40166	20	11	0.9996	0.0003	1	16.3776	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_055062.1	10611	ITR	NA	22	11	0.9996	0.0003	2	7.5081	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZDF01000038.1	6631	No terminal repeats	NA	8	11	0.9996	0.0003	3	13.2285	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK028063.1	13769	ITR	NA	18	11	0.9996	0.0003	4	20.6194	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_CADFFX010000001.1|provirus_18279_61705	43427	Provirus	18279-61705	57	11	0.9996	0.0003	8	48.1882	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK014964.1	18955	No terminal repeats	NA	21	11	0.9996	0.0003	1	14.3777	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JBAZJG010000015.1	39233	DTR	NA	72	11	0.9996	0.0003	7	36.2925	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK023926.1	16988	ITR	NA	29	11	0.9996	0.0003	5	18.0255	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JALFXO010000092.1	14190	No terminal repeats	NA	20	11	0.9996	0.0003	3	17.1828	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MK387337.2	60896	No terminal repeats	NA	85	11	0.9996	0.0003	12	62.9803	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK055865.1	18310	No terminal repeats	NA	25	11	0.9996	0.0003	4	20.4630	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK021178.1	14660	No terminal repeats	NA	17	11	0.9996	0.0003	3	16.4334	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAGCAI010000328.1	35539	No terminal repeats	NA	57	11	0.9996	0.0003	8	35.4344	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_CP083093.1	14897	No terminal repeats	NA	26	11	0.9996	0.0003	1	19.4356	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Kalamavirales;Tectiviridae
NZ_VWTY01000003.1|provirus_23556_61289	37734	Provirus	23556-61289	55	11	0.9996	0.0003	9	46.2424	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796189.1	63593	No terminal repeats	NA	90	11	0.9996	0.0003	5	30.9333	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MK892627.1	47054	No terminal repeats	NA	87	11	0.9996	0.0003	8	72.4936	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_NUDL01000035.1	14555	No terminal repeats	NA	27	11	0.9996	0.0003	1	22.2778	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Kalamavirales;Tectiviridae
NC_014915.1|provirus_30001_60548	30548	Provirus	30001-60548	47	11	0.9996	0.0003	12	43.6402	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAGCBE010000503.1	15991	ITR	NA	26	11	0.9996	0.0003	5	22.4927	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
OR032571.1	60491	No terminal repeats	NA	87	11	0.9996	0.0003	11	120.0390	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
BK038204.1	15991	No terminal repeats	NA	18	11	0.9996	0.0003	4	15.1214	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK015667.1	45300	No terminal repeats	NA	64	11	0.9996	0.0003	8	50.5354	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_RQGC01000009.1	39917	No terminal repeats	NA	70	11	0.9996	0.0003	7	29.6889	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_061421.1	62747	No terminal repeats	NA	78	11	0.9996	0.0003	1	42.0737	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AY822469.1	1199	No terminal repeats	NA	1	11	0.9996	0.0003	1	1.7183	Viruses;Riboviria;Orthornavirae;Negarnaviricota;Bunyaviricetes;Elliovirales;Peribunyaviridae
BK059154.1	59207	No terminal repeats	NA	45	4	0.9996	0.0003	6	35.8615	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_JADMTJ010000006.1|provirus_9964_62904	52941	Provirus	9964-62904	64	11	0.9996	0.0003	2	63.6284	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MK072165.1	7764	No terminal repeats	NA	6	11	0.9996	0.0003	1	3.4366	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae
DPIT01000287.1	5048	No terminal repeats	NA	5	11	0.9996	0.0003	2	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796379.1	37586	No terminal repeats	NA	60	11	0.9996	0.0003	4	28.6320	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZZN01000086.1	14642	No terminal repeats	NA	23	11	0.9996	0.0003	1	26.0029	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NHBN01000015.1	12277	No terminal repeats	NA	18	11	0.9996	0.0003	5	25.2565	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK051648.1	16165	No terminal repeats	NA	22	11	0.9996	0.0003	4	18.8054	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
VGTM01000170.1	2712	No terminal repeats	NA	4	11	0.9996	0.0003	2	6.3554	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
BK034520.1	40554	No terminal repeats	NA	48	11	0.9996	0.0003	3	18.7062	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK019891.1	15700	No terminal repeats	NA	16	11	0.9996	0.0003	3	15.3689	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK033632.1	48902	No terminal repeats	NA	59	11	0.9996	0.0003	9	40.1494	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_NVES01000051.1	14411	No terminal repeats	NA	30	11	0.9996	0.0003	1	19.4418	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Kalamavirales;Tectiviridae
BK036925.1	16111	No terminal repeats	NA	18	11	0.9996	0.0003	4	22.9370	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAFONJ010000206.1	17127	No terminal repeats	NA	25	11	0.9996	0.0003	3	17.0767	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_CP063191.1|provirus_25069_60890	35822	Provirus	25069-60890	60	11	0.9996	0.0003	7	43.6055	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK046102.1	19606	No terminal repeats	NA	23	11	0.9996	0.0003	5	24.0281	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK021513.1	16449	ITR	NA	24	11	0.9996	0.0003	3	16.0003	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796380.1	60599	No terminal repeats	NA	78	11	0.9996	0.0003	18	80.9907	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
