Unnamed: 0,Hit,%I,aln_hit,E-value,Bit-Score,len(Qry),len(aln),%aln,Database,Method,TP
5760,MAZ07533.1,24.096,166.0,4.06e-36,134.0,163,146.0,0.8957055214723927,nr,PSI-BLAST,DSL-LC02
5761,MBA10926.1,22.162,185.0,1.39e-35,132.0,163,161.0,0.9877300613496932,nr,PSI-BLAST,DSL-LC02
5762,BCV07409.1,22.047,127.0,1.97e-35,129.0,163,125.0,0.7668711656441718,nr,PSI-BLAST,DSL-LC02
5763,MAT39601.1,21.687,166.0,2.29e-35,132.0,163,146.0,0.8957055214723927,nr,PSI-BLAST,DSL-LC02
5764,BCU98664.1,27.007,137.0,1.12e-34,129.0,163,136.0,0.8343558282208589,nr,PSI-BLAST,DSL-LC02
5765,BCU97183.1,23.333,150.0,5.5799999999999995e-34,127.0,163,147.0,0.901840490797546,nr,PSI-BLAST,DSL-LC02
5766,YP_010669533.1,23.497,183.0,1.04e-33,128.0,163,159.0,0.9754601226993864,nr,PSI-BLAST,DSL-LC02
5767,CAB4170914.1,23.418,158.0,1.14e-32,123.0,163,134.0,0.8220858895705522,nr,PSI-BLAST,DSL-LC02
5768,YP_009783144.1,20.455,176.0,1.19e-32,125.0,163,159.0,0.9754601226993864,nr,PSI-BLAST,DSL-LC02
5769,MAD25438.1,21.818,165.0,1.73e-32,125.0,163,146.0,0.8957055214723927,nr,PSI-BLAST,DSL-LC02
5770,YP_009008137.1,21.429,168.0,1.94e-32,125.0,163,147.0,0.901840490797546,nr,PSI-BLAST,DSL-LC02
5771,YP_195237.1,20.859,163.0,8.3e-32,123.0,163,150.0,0.9202453987730062,nr,PSI-BLAST,DSL-LC02
5772,YP_010669417.1,21.023,176.0,2.84e-31,122.0,163,159.0,0.9754601226993864,nr,PSI-BLAST,DSL-LC02
5773,BCU97520.1,19.333,150.0,4.05e-31,119.0,163,149.0,0.9141104294478528,nr,PSI-BLAST,DSL-LC02
5774,MBM4242102.1,22.652,181.0,1.42e-30,120.0,163,158.0,0.9693251533742332,nr,PSI-BLAST,DSL-LC02
5775,YP_009324168.1,22.283,184.0,3.11e-30,119.0,163,159.0,0.9754601226993864,nr,PSI-BLAST,DSL-LC02
5776,AOV59704.1,21.196,184.0,6.68e-30,118.0,163,159.0,0.9754601226993864,nr,PSI-BLAST,DSL-LC02
5777,NDB28677.1,21.302,169.0,1.7300000000000001e-29,117.0,163,146.0,0.8957055214723927,nr,PSI-BLAST,DSL-LC02
5778,YP_007673003.1,22.156,167.0,1.9500000000000002e-29,117.0,163,150.0,0.9202453987730062,nr,PSI-BLAST,DSL-LC02
5779,AOV58509.1,22.024,168.0,2.52e-28,114.0,163,151.0,0.9263803680981596,nr,PSI-BLAST,DSL-LC02
5780,MAG26630.1,19.78,182.0,3.74e-28,113.0,163,158.0,0.9693251533742332,nr,PSI-BLAST,DSL-LC02
5781,MAS02251.1,25.749,167.0,6.100000000000001e-28,112.0,163,160.0,0.98159509202454,nr,PSI-BLAST,DSL-LC02
5782,MCH2404531.1,22.778,180.0,9.83e-28,112.0,163,153.0,0.9386503067484664,nr,PSI-BLAST,DSL-LC02
5783,MDD4242720.1,20.0,195.0,1.68e-27,112.0,163,159.0,0.9754601226993864,nr,PSI-BLAST,DSL-LC02
5784,MDB4351105.1,20.238,168.0,2.68e-27,111.0,163,143.0,0.8773006134969326,nr,PSI-BLAST,DSL-LC02
5785,RPH07849.1,18.28,186.0,3.7100000000000005e-27,111.0,163,150.0,0.9202453987730062,nr,PSI-BLAST,DSL-LC02
5786,NBW34063.1,20.497,161.0,4.73e-27,110.0,163,138.0,0.8466257668711656,nr,PSI-BLAST,DSL-LC02
5787,MDP7608612.1,20.556,180.0,4.76e-27,110.0,163,156.0,0.9570552147239264,nr,PSI-BLAST,DSL-LC02
5788,MDA8915567.1,21.637,171.0,6.480000000000001e-27,109.0,163,151.0,0.9263803680981596,nr,PSI-BLAST,DSL-LC02
5789,PNX48684.1,19.577,189.0,7.49e-27,110.0,163,157.0,0.9631901840490796,nr,PSI-BLAST,DSL-LC02
5790,MBM3417389.1,19.018,163.0,7.77e-27,110.0,163,140.0,0.8588957055214724,nr,PSI-BLAST,DSL-LC02
5791,MCX8483448.1,22.36,161.0,1.13e-26,109.0,163,138.0,0.8466257668711656,nr,PSI-BLAST,DSL-LC02
5792,MBM31233.1,22.599,177.0,2.05e-26,109.0,163,143.0,0.8773006134969326,nr,PSI-BLAST,DSL-LC02
5793,MDC3384680.1,20.765,183.0,2.67e-26,108.0,163,151.0,0.9263803680981596,nr,PSI-BLAST,DSL-LC02
5794,HCG91928.1,19.429,175.0,8.36e-26,107.0,163,146.0,0.8957055214723927,nr,PSI-BLAST,DSL-LC02
5795,MAG26784.1,18.681,182.0,1.36e-25,106.0,163,158.0,0.9693251533742332,nr,PSI-BLAST,DSL-LC02
5796,HCC73139.1,22.353,170.0,1.38e-25,107.0,163,146.0,0.8957055214723927,nr,PSI-BLAST,DSL-LC02
5797,MAM98138.1,20.67,179.0,2.04e-25,106.0,163,151.0,0.9263803680981596,nr,PSI-BLAST,DSL-LC02
5798,MAQ80862.1,20.468,171.0,2.87e-25,105.0,163,150.0,0.9202453987730062,nr,PSI-BLAST,DSL-LC02
5799,QOI69101.1,20.0,165.0,4.21e-25,105.0,163,144.0,0.8834355828220859,nr,PSI-BLAST,DSL-LC02
5800,MBB38065.1,21.429,182.0,5.0299999999999995e-25,105.0,163,154.0,0.9447852760736196,nr,PSI-BLAST,DSL-LC02
5801,MEC8987470.1,18.857,175.0,8.58e-25,105.0,163,152.0,0.9325153374233128,nr,PSI-BLAST,DSL-LC02
5802,NDB79941.1,20.652,184.0,1.07e-24,105.0,163,158.0,0.9693251533742332,nr,PSI-BLAST,DSL-LC02
5803,MEC7714303.1,19.048,168.0,1.09e-24,104.0,163,142.0,0.8711656441717791,nr,PSI-BLAST,DSL-LC02
5804,CAB5221146.1,18.644,177.0,1.0999999999999998e-24,104.0,163,146.0,0.8957055214723927,nr,PSI-BLAST,DSL-LC02
5805,MEK9695742.1,19.318,176.0,1.36e-24,103.0,163,155.0,0.950920245398773,nr,PSI-BLAST,DSL-LC02
5806,MBT6072472.1,18.966,174.0,1.5299999999999999e-24,105.0,163,151.0,0.9263803680981596,nr,PSI-BLAST,DSL-LC02
5807,MBR20034.1,20.0,180.0,1.91e-24,103.0,163,153.0,0.9386503067484664,nr,PSI-BLAST,DSL-LC02
5808,MAJ57753.1,21.212,165.0,2.4099999999999998e-24,103.0,163,144.0,0.8834355828220859,nr,PSI-BLAST,DSL-LC02
5809,MAG25165.1,18.857,175.0,2.8099999999999998e-24,103.0,163,154.0,0.9447852760736196,nr,PSI-BLAST,DSL-LC02
5810,MBN30780.1,19.372,191.0,2.82e-24,103.0,163,160.0,0.98159509202454,nr,PSI-BLAST,DSL-LC02
5811,RPH07664.1,20.732,164.0,2.99e-24,103.0,163,144.0,0.8834355828220859,nr,PSI-BLAST,DSL-LC02
5812,QMP83949.1,20.245,163.0,3.1e-24,103.0,163,140.0,0.8588957055214724,nr,PSI-BLAST,DSL-LC02
5813,MDB4809860.1,21.818,165.0,5e-24,102.0,163,144.0,0.8834355828220859,nr,PSI-BLAST,DSL-LC02
5814,NBO99968.1,19.565,184.0,5.05e-24,102.0,163,158.0,0.9693251533742332,nr,PSI-BLAST,DSL-LC02
5815,CAB5221343.1,21.311,183.0,6.069999999999999e-24,102.0,163,150.0,0.9202453987730062,nr,PSI-BLAST,DSL-LC02
5816,CAB4141269.1,20.856,187.0,8.729999999999999e-24,102.0,163,158.0,0.9693251533742332,nr,PSI-BLAST,DSL-LC02
5817,MAR78155.1,20.958,167.0,1.08e-23,101.0,163,145.0,0.8895705521472392,nr,PSI-BLAST,DSL-LC02
5818,UTS51954.1,17.553,188.0,1.25e-23,102.0,163,162.0,0.9938650306748468,nr,PSI-BLAST,DSL-LC02
5819,MAK19343.1,19.394,165.0,1.32e-23,101.0,163,144.0,0.8834355828220859,nr,PSI-BLAST,DSL-LC02
5820,MEC8882315.1,21.084,166.0,1.32e-23,101.0,163,146.0,0.8957055214723927,nr,PSI-BLAST,DSL-LC02
5821,NBV27454.1,21.875,192.0,1.53e-23,101.0,163,159.0,0.9754601226993864,nr,PSI-BLAST,DSL-LC02
5822,CAB4143210.1,20.69,174.0,1.66e-23,101.0,163,145.0,0.8895705521472392,nr,PSI-BLAST,DSL-LC02
5823,MDA7798566.1,19.318,176.0,1.7699999999999998e-23,101.0,163,154.0,0.9447852760736196,nr,PSI-BLAST,DSL-LC02
5824,MCH2264810.1,17.964,167.0,1.82e-23,101.0,163,142.0,0.8711656441717791,nr,PSI-BLAST,DSL-LC02
5825,MDA8977482.1,21.656,157.0,1.95e-23,101.0,163,132.0,0.8098159509202454,nr,PSI-BLAST,DSL-LC02
5826,MBE45005.1,21.91,178.0,1.96e-23,102.0,163,155.0,0.950920245398773,nr,PSI-BLAST,DSL-LC02
5827,MBA12221.1,22.449,147.0,1.98e-23,100.0,163,146.0,0.8957055214723927,nr,PSI-BLAST,DSL-LC02
5828,CAB4140756.1,17.978,178.0,2.15e-23,101.0,163,151.0,0.9263803680981596,nr,PSI-BLAST,DSL-LC02
5829,RPG04967.1,19.643,168.0,2.57e-23,101.0,163,146.0,0.8957055214723927,nr,PSI-BLAST,DSL-LC02
5830,MDA9761420.1,22.981,161.0,2.63e-23,100.0,163,141.0,0.8650306748466258,nr,PSI-BLAST,DSL-LC02
5831,YP_009609644.1,20.942,191.0,3.47e-23,101.0,163,161.0,0.9877300613496932,nr,PSI-BLAST,DSL-LC02
5832,MDA7536982.1,18.079,177.0,3.67e-23,100.0,163,152.0,0.9325153374233128,nr,PSI-BLAST,DSL-LC02
5833,MEK9694695.1,19.072,194.0,4.04e-23,101.0,163,158.0,0.9693251533742332,nr,PSI-BLAST,DSL-LC02
5834,MCK5020812.1,21.229,179.0,4.78e-23,100.0,163,151.0,0.9263803680981596,nr,PSI-BLAST,DSL-LC02
5835,HIF37435.1,24.699,166.0,5e-23,100.0,163,134.0,0.8220858895705522,nr,PSI-BLAST,DSL-LC02
5836,OUW42606.1,16.959,171.0,7.57e-23,100.0,163,146.0,0.8957055214723927,nr,PSI-BLAST,DSL-LC02
5837,MCG7944862.1,21.429,154.0,7.91e-23,99.7,163,138.0,0.8466257668711656,nr,PSI-BLAST,DSL-LC02
5838,OUW57586.1,19.527,169.0,8.289999999999999e-23,99.3,163,148.0,0.9079754601226994,nr,PSI-BLAST,DSL-LC02
5839,NBP63908.1,20.115,174.0,9.11e-23,99.7,163,146.0,0.8957055214723927,nr,PSI-BLAST,DSL-LC02
5840,WJE88055.1,19.632,163.0,9.98e-23,99.7,163,137.0,0.8404907975460123,nr,PSI-BLAST,DSL-LC02
5841,MDB4681434.1,18.788,165.0,1.01e-22,99.3,163,144.0,0.8834355828220859,nr,PSI-BLAST,DSL-LC02
5842,MAE55516.1,16.456,158.0,1.14e-22,99.3,163,135.0,0.8282208588957055,nr,PSI-BLAST,DSL-LC02
5843,MDA9585336.1,19.162,167.0,1.18e-22,98.6,163,150.0,0.9202453987730062,nr,PSI-BLAST,DSL-LC02
5844,YP_007673845.1,20.69,145.0,1.19e-22,98.2,163,144.0,0.8834355828220859,nr,PSI-BLAST,DSL-LC02
5845,QIG70602.1,18.605,172.0,1.43e-22,99.3,163,143.0,0.8773006134969326,nr,PSI-BLAST,DSL-LC02
5846,WP_287009668.1,19.883,171.0,1.49e-22,99.0,163,146.0,0.8957055214723927,nr,PSI-BLAST,DSL-LC02
5847,OUW64194.1,18.286,175.0,1.5000000000000002e-22,99.0,163,155.0,0.950920245398773,nr,PSI-BLAST,DSL-LC02
5848,MDP7367034.1,19.76,167.0,1.6000000000000002e-22,99.3,163,142.0,0.8711656441717791,nr,PSI-BLAST,DSL-LC02
5849,MBT4995142.1,20.468,171.0,2.12e-22,99.0,163,143.0,0.8773006134969326,nr,PSI-BLAST,DSL-LC02
5850,MEI6882134.1,20.468,171.0,2.66e-22,98.6,163,145.0,0.8895705521472392,nr,PSI-BLAST,DSL-LC02
5851,NDB87224.1,23.313,163.0,2.72e-22,97.8,163,139.0,0.852760736196319,nr,PSI-BLAST,DSL-LC02
5852,NDB59819.1,19.883,171.0,3e-22,98.2,163,144.0,0.8834355828220859,nr,PSI-BLAST,DSL-LC02
5853,HIC84427.1,18.75,192.0,3.23e-22,98.6,163,158.0,0.9693251533742332,nr,PSI-BLAST,DSL-LC02
5854,MDC0308802.1,20.37,162.0,3.6000000000000003e-22,98.2,163,136.0,0.8343558282208589,nr,PSI-BLAST,DSL-LC02
5855,QIG65734.1,22.857,140.0,3.96e-22,98.6,163,117.0,0.7177914110429447,nr,PSI-BLAST,DSL-LC02
5856,NBW58461.1,19.022,184.0,4.01e-22,97.8,163,162.0,0.9938650306748468,nr,PSI-BLAST,DSL-LC02
5857,CAB4168152.1,18.966,174.0,4.1800000000000003e-22,98.2,163,144.0,0.8834355828220859,nr,PSI-BLAST,DSL-LC02
5858,HAV28919.1,17.582,182.0,4.83e-22,97.8,163,149.0,0.9141104294478528,nr,PSI-BLAST,DSL-LC02
5859,NRA93805.1,24.638,138.0,5.15e-22,98.2,163,116.0,0.7116564417177914,nr,PSI-BLAST,DSL-LC02
5860,MAJ66271.1,22.289,166.0,5.24e-22,97.4,163,146.0,0.8957055214723927,nr,PSI-BLAST,DSL-LC02
5861,CAB4125511.1,22.222,162.0,5.39e-22,97.8,163,135.0,0.8282208588957055,nr,PSI-BLAST,DSL-LC02
5862,CAB5221622.1,19.89,181.0,5.96e-22,97.8,163,152.0,0.9325153374233128,nr,PSI-BLAST,DSL-LC02
5863,YP_004323386.1,21.088,147.0,6.57e-22,96.3,163,146.0,0.8957055214723927,nr,PSI-BLAST,DSL-LC02
5864,WP_286970284.1,22.156,167.0,6.79e-22,97.8,163,133.0,0.8159509202453987,nr,PSI-BLAST,DSL-LC02
5865,MDA8940819.1,17.816,174.0,7.02e-22,97.4,163,148.0,0.9079754601226994,nr,PSI-BLAST,DSL-LC02
5866,MBT5355600.1,18.333,180.0,7.22e-22,98.2,163,156.0,0.9570552147239264,nr,PSI-BLAST,DSL-LC02
5867,MDC0889085.1,18.519,162.0,7.94e-22,97.0,163,137.0,0.8404907975460123,nr,PSI-BLAST,DSL-LC02
5868,MEK9696048.1,20.588,170.0,8.100000000000001e-22,97.4,163,142.0,0.8711656441717791,nr,PSI-BLAST,DSL-LC02
5869,NDH49144.1,17.341,173.0,8.200000000000001e-22,97.4,163,145.0,0.8895705521472392,nr,PSI-BLAST,DSL-LC02
5870,MDP7366585.1,18.675,166.0,8.94e-22,97.0,163,141.0,0.8650306748466258,nr,PSI-BLAST,DSL-LC02
5871,WVX87484.1,17.614,176.0,9.25e-22,97.0,163,157.0,0.9631901840490796,nr,PSI-BLAST,DSL-LC02
5872,AMQ65969.1,20.225,178.0,9.35e-22,97.4,163,146.0,0.8957055214723927,nr,PSI-BLAST,DSL-LC02
5873,MEK9696010.1,18.681,182.0,9.91e-22,97.0,163,149.0,0.9141104294478528,nr,PSI-BLAST,DSL-LC02
5874,PCJ96787.1,15.464,194.0,1.0300000000000001e-21,97.0,163,158.0,0.9693251533742332,nr,PSI-BLAST,DSL-LC02
5875,MDB9980541.1,21.714,175.0,1.1500000000000002e-21,97.0,163,141.0,0.8650306748466258,nr,PSI-BLAST,DSL-LC02
5876,HIK68064.1,17.614,176.0,1.2200000000000001e-21,97.0,163,152.0,0.9325153374233128,nr,PSI-BLAST,DSL-LC02
5877,DAS03720.1,16.837,196.0,1.4500000000000002e-21,97.0,163,160.0,0.98159509202454,nr,PSI-BLAST,DSL-LC02
5878,OUU63774.1,28.333,120.0,1.4700000000000001e-21,95.1,163,111.0,0.6809815950920245,nr,PSI-BLAST,DSL-LC02
5879,MBT69320.1,22.84,162.0,1.75e-21,96.6,163,134.0,0.8220858895705522,nr,PSI-BLAST,DSL-LC02
5880,MBV22925.1,25.0,148.0,1.8000000000000003e-21,95.1,163,147.0,0.901840490797546,nr,PSI-BLAST,DSL-LC02
5881,MAG48865.1,20.37,162.0,1.88e-21,95.9,163,142.0,0.8711656441717791,nr,PSI-BLAST,DSL-LC02
5882,BCU93954.1,23.469,98.0,1.9300000000000007e-21,93.2,163,98.0,0.6012269938650306,nr,PSI-BLAST,DSL-LC02
5883,NBP55082.1,23.622,127.0,2.17e-21,96.3,163,105.0,0.6441717791411042,nr,PSI-BLAST,DSL-LC02
5884,OUX37429.1,21.384,159.0,2.4300000000000007e-21,95.9,163,136.0,0.8343558282208589,nr,PSI-BLAST,DSL-LC02
5885,HCV50592.1,18.452,168.0,2.4300000000000007e-21,95.9,163,143.0,0.8773006134969326,nr,PSI-BLAST,DSL-LC02
5886,MAW49861.1,19.162,167.0,2.51e-21,95.1,163,150.0,0.9202453987730062,nr,PSI-BLAST,DSL-LC02
5887,MBF84644.1,15.909,176.0,2.9100000000000002e-21,97.8,163,152.0,0.9325153374233128,nr,PSI-BLAST,DSL-LC02
5888,MDB4331276.1,19.487,195.0,2.9300000000000004e-21,96.3,163,148.0,0.9079754601226994,nr,PSI-BLAST,DSL-LC02
5889,NDG53439.1,18.079,177.0,2.95e-21,95.5,163,145.0,0.8895705521472392,nr,PSI-BLAST,DSL-LC02
5890,MDC6463678.1,19.231,156.0,3.4300000000000004e-21,95.5,163,131.0,0.803680981595092,nr,PSI-BLAST,DSL-LC02
5891,MBT3545576.1,16.86,172.0,3.4300000000000004e-21,95.5,163,146.0,0.8957055214723927,nr,PSI-BLAST,DSL-LC02
5892,MBV5342205.1,20.69,174.0,3.46e-21,95.5,163,145.0,0.8895705521472392,nr,PSI-BLAST,DSL-LC02
5893,MDD4436418.1,19.565,184.0,3.59e-21,95.9,163,150.0,0.9202453987730062,nr,PSI-BLAST,DSL-LC02
5894,MAH43595.1,24.265,136.0,3.65e-21,95.9,163,114.0,0.6993865030674846,nr,PSI-BLAST,DSL-LC02
5895,NDB85144.1,19.162,167.0,3.96e-21,95.5,163,142.0,0.8711656441717791,nr,PSI-BLAST,DSL-LC02
5896,HIB83020.1,22.404,183.0,4.08e-21,97.0,163,144.0,0.8834355828220859,nr,PSI-BLAST,DSL-LC02
5897,DAS48661.1,21.25,160.0,4.21e-21,98.6,163,133.0,0.8159509202453987,nr,PSI-BLAST,DSL-LC02
5898,MDC0061251.1,19.653,173.0,4.58e-21,95.5,163,147.0,0.901840490797546,nr,PSI-BLAST,DSL-LC02
5899,WP_300102907.1,19.101,178.0,4.58e-21,95.1,163,151.0,0.9263803680981596,nr,PSI-BLAST,DSL-LC02
5900,CAB4221991.1,19.883,171.0,4.7e-21,95.9,163,133.0,0.8159509202453987,nr,PSI-BLAST,DSL-LC02
5901,NDA78563.1,22.162,185.0,5.21e-21,95.1,163,158.0,0.9693251533742332,nr,PSI-BLAST,DSL-LC02
5902,RPG31804.1,16.667,162.0,5.730000000000001e-21,95.1,163,137.0,0.8404907975460123,nr,PSI-BLAST,DSL-LC02
5903,NBP55005.1,20.571,175.0,5.990000000000001e-21,95.1,163,147.0,0.901840490797546,nr,PSI-BLAST,DSL-LC02
5904,MDB4559066.1,23.121,173.0,6.750000000000001e-21,95.1,163,143.0,0.8773006134969326,nr,PSI-BLAST,DSL-LC02
5905,QZI87497.1,15.625,160.0,6.980000000000001e-21,94.7,163,141.0,0.8650306748466258,nr,PSI-BLAST,DSL-LC02
5906,MCX8482533.1,23.457,162.0,7.47e-21,94.7,163,136.0,0.8343558282208589,nr,PSI-BLAST,DSL-LC02
5907,NBT09028.1,18.617,188.0,7.76e-21,95.1,163,156.0,0.9570552147239264,nr,PSI-BLAST,DSL-LC02
5908,WP_347202030.1,14.595,185.0,7.95e-21,94.7,163,155.0,0.950920245398773,nr,PSI-BLAST,DSL-LC02
5909,NBX50143.1,21.687,166.0,8.3e-21,94.7,163,139.0,0.852760736196319,nr,PSI-BLAST,DSL-LC02
5910,CAB5221867.1,20.0,180.0,9.26e-21,94.3,163,156.0,0.9570552147239264,nr,PSI-BLAST,DSL-LC02
5911,USV40937.1,17.964,167.0,9.46e-21,94.7,163,144.0,0.8834355828220859,nr,PSI-BLAST,DSL-LC02
5912,MBO06619.1,18.563,167.0,9.88e-21,94.3,163,146.0,0.8957055214723927,nr,PSI-BLAST,DSL-LC02
5913,CAB4170673.1,18.232,181.0,1.04e-20,94.3,163,152.0,0.9325153374233128,nr,PSI-BLAST,DSL-LC02
5914,HIG33163.1,18.023,172.0,1.18e-20,94.3,163,141.0,0.8650306748466258,nr,PSI-BLAST,DSL-LC02
5915,NQX84187.1,23.129,147.0,1.3e-20,94.3,163,123.0,0.754601226993865,nr,PSI-BLAST,DSL-LC02
5916,MBT4935988.1,22.835,127.0,1.33e-20,93.6,163,115.0,0.7055214723926381,nr,PSI-BLAST,DSL-LC02
5917,DAU13338.1,16.265,166.0,1.4e-20,93.6,163,146.0,0.8957055214723927,nr,PSI-BLAST,DSL-LC02
5918,MDB4344996.1,21.118,161.0,1.43e-20,94.3,163,135.0,0.8282208588957055,nr,PSI-BLAST,DSL-LC02
5919,YP_007517891.1,21.687,166.0,1.54e-20,93.6,163,148.0,0.9079754601226994,nr,PSI-BLAST,DSL-LC02
5920,YP_009201417.1,16.25,160.0,1.54e-20,94.0,163,141.0,0.8650306748466258,nr,PSI-BLAST,DSL-LC02
5921,CAB4181175.1,21.893,169.0,1.67e-20,93.2,163,143.0,0.8773006134969326,nr,PSI-BLAST,DSL-LC02
5922,OUT52765.1,21.023,176.0,1.8e-20,93.6,163,156.0,0.9570552147239264,nr,PSI-BLAST,DSL-LC02
5923,MAI05455.1,21.429,168.0,1.94e-20,94.0,163,137.0,0.8404907975460123,nr,PSI-BLAST,DSL-LC02
5924,MDA7491645.1,19.767,172.0,2.03e-20,93.6,163,145.0,0.8895705521472392,nr,PSI-BLAST,DSL-LC02
5925,HIN39084.1,19.774,177.0,2.06e-20,93.6,163,145.0,0.8895705521472392,nr,PSI-BLAST,DSL-LC02
5926,MAI05278.1,20.588,170.0,2.07e-20,94.0,163,138.0,0.8466257668711656,nr,PSI-BLAST,DSL-LC02
5927,NCV28323.1,21.774,124.0,2.13e-20,94.7,163,124.0,0.7607361963190185,nr,PSI-BLAST,DSL-LC02
5928,YP_006489170.1,17.714,175.0,2.89e-20,95.1,163,149.0,0.9141104294478528,nr,PSI-BLAST,DSL-LC02
5929,CAH1027143.1,20.0,185.0,2.9e-20,95.1,163,158.0,0.9693251533742332,nr,PSI-BLAST,DSL-LC02
5930,MBT72005.1,18.286,175.0,2.91e-20,93.6,163,145.0,0.8895705521472392,nr,PSI-BLAST,DSL-LC02
5931,MBC8442898.1,18.28,186.0,2.92e-20,94.7,163,151.0,0.9263803680981596,nr,PSI-BLAST,DSL-LC02
5932,CAB4162756.1,16.981,159.0,2.97e-20,93.2,163,136.0,0.8343558282208589,nr,PSI-BLAST,DSL-LC02
5933,HAI56779.1,21.656,157.0,3.2e-20,93.2,163,134.0,0.8220858895705522,nr,PSI-BLAST,DSL-LC02
5934,YP_002922207.1,20.455,176.0,3.53e-20,94.3,163,151.0,0.9263803680981596,nr,PSI-BLAST,DSL-LC02
5935,MBI19524.1,20.886,158.0,3.57e-20,93.2,163,135.0,0.8282208588957055,nr,PSI-BLAST,DSL-LC02
5936,CAB4124124.1,20.0,170.0,3.57e-20,93.2,163,144.0,0.8834355828220859,nr,PSI-BLAST,DSL-LC02
5937,MAH72828.1,20.0,170.0,3.77e-20,92.8,163,149.0,0.9141104294478528,nr,PSI-BLAST,DSL-LC02
5938,NDB30575.1,30.097,103.0,3.94e-20,90.5,163,102.0,0.6257668711656442,nr,PSI-BLAST,DSL-LC02
5939,UOL48750.1,17.143,175.0,4.1e-20,93.2,163,151.0,0.9263803680981596,nr,PSI-BLAST,DSL-LC02
5940,MBT9159405.1,18.557,194.0,4.52e-20,92.8,163,161.0,0.9877300613496932,nr,PSI-BLAST,DSL-LC02
5941,HBI40350.1,27.027,111.0,5.08e-20,90.9,163,110.0,0.6748466257668712,nr,PSI-BLAST,DSL-LC02
5942,MDC3266484.1,17.341,173.0,5.13e-20,92.8,163,147.0,0.901840490797546,nr,PSI-BLAST,DSL-LC02
5943,MDP7368567.1,22.222,126.0,5.15e-20,92.8,163,115.0,0.7055214723926381,nr,PSI-BLAST,DSL-LC02
5944,MCH2508331.1,17.391,184.0,5.84e-20,92.4,163,159.0,0.9754601226993864,nr,PSI-BLAST,DSL-LC02
5945,OUU52324.1,20.231,173.0,6.29e-20,92.4,163,146.0,0.8957055214723927,nr,PSI-BLAST,DSL-LC02
5946,DAC64040.1,14.054,185.0,6.47e-20,92.4,163,155.0,0.950920245398773,nr,PSI-BLAST,DSL-LC02
5947,MDB4443317.1,17.901,162.0,7.09e-20,92.4,163,135.0,0.8282208588957055,nr,PSI-BLAST,DSL-LC02
5948,WP_286930340.1,19.76,167.0,7.28e-20,92.0,163,144.0,0.8834355828220859,nr,PSI-BLAST,DSL-LC02
5949,MAD26109.1,20.139,144.0,7.64e-20,92.0,163,136.0,0.8343558282208589,nr,PSI-BLAST,DSL-LC02
5950,WJJ54797.1,17.838,185.0,8.1e-20,94.0,163,158.0,0.9693251533742332,nr,PSI-BLAST,DSL-LC02
5951,MDA9007811.1,22.043,186.0,8.23e-20,92.0,163,159.0,0.9754601226993864,nr,PSI-BLAST,DSL-LC02
5952,YP_004300732.1,16.043,187.0,9.97e-20,93.6,163,161.0,0.9877300613496932,nr,PSI-BLAST,DSL-LC02
5953,MDB4575474.1,18.497,173.0,1.09e-19,91.6,163,146.0,0.8957055214723927,nr,PSI-BLAST,DSL-LC02
5954,MDP7366166.1,18.675,166.0,1.16e-19,91.6,163,144.0,0.8834355828220859,nr,PSI-BLAST,DSL-LC02
5955,MAT09081.1,21.212,165.0,1.26e-19,91.6,163,141.0,0.8650306748466258,nr,PSI-BLAST,DSL-LC02
5956,MDB4403033.1,16.959,171.0,1.27e-19,91.6,163,149.0,0.9141104294478528,nr,PSI-BLAST,DSL-LC02
5957,NBP58283.1,22.013,159.0,1.3e-19,91.6,163,133.0,0.8159509202453987,nr,PSI-BLAST,DSL-LC02
5958,PHS22110.1,18.644,177.0,1.49e-19,91.6,163,148.0,0.9079754601226994,nr,PSI-BLAST,DSL-LC02
5959,CAB4126602.1,18.681,182.0,1.5e-19,91.6,163,152.0,0.9325153374233128,nr,PSI-BLAST,DSL-LC02
5960,MBN75716.1,18.452,168.0,1.51e-19,91.3,163,143.0,0.8773006134969326,nr,PSI-BLAST,DSL-LC02
5961,MEG1299209.1,18.713,171.0,1.52e-19,91.3,163,147.0,0.901840490797546,nr,PSI-BLAST,DSL-LC02
5962,MBC8429883.1,18.452,168.0,1.54e-19,90.9,163,150.0,0.9202453987730062,nr,PSI-BLAST,DSL-LC02
5963,URC15339.1,18.713,171.0,1.59e-19,91.3,163,151.0,0.9263803680981596,nr,PSI-BLAST,DSL-LC02
5964,WP_015971879.1,18.182,176.0,1.8e-19,92.8,163,151.0,0.9263803680981596,nr,PSI-BLAST,DSL-LC02
5965,NP_861851.1,17.222,180.0,1.84e-19,92.8,163,158.0,0.9693251533742332,nr,PSI-BLAST,DSL-LC02
5966,MDP7365914.1,19.841,126.0,2e-19,91.3,163,115.0,0.7055214723926381,nr,PSI-BLAST,DSL-LC02
5967,HAW05813.1,17.391,161.0,2.03e-19,90.9,163,136.0,0.8343558282208589,nr,PSI-BLAST,DSL-LC02
5968,RLA61615.1,16.092,174.0,2.07e-19,92.4,163,136.0,0.8343558282208589,nr,PSI-BLAST,DSL-LC02
5969,YP_004009519.1,16.393,183.0,2.1e-19,92.8,163,158.0,0.9693251533742332,nr,PSI-BLAST,DSL-LC02
