Genome	Mean	Std	Min	Max	Median	Nr_ORF	Upstream	Downstream	Upstream-Downstream
QMYV01000334	3.0	0.0	3.0	3.0	3.0	1	0	1	-1
DRFP01000366	-6.0	0.0	-6.0	-6.0	-6.0	1	1	0	1
PAKY01000016	10.0	0.0	10.0	10.0	10.0	1	0	1	-1
NZ_NVES01000051	10.461538461538462	8.949562813691685	-3.0	25.0	11.0	13	2	11	-9
BK041697	-0.8333333333333334	5.983774357005413	-13.0	5.0	0.5	6	3	3	0
NC_041898	-9.083333333333334	13.133661163421095	-29.0	17.0	-8.0	24	18	6	12
BK040518	-1.1764705882352942	20.511790853405287	-40.0	28.0	-5.0	17	9	8	1
NC_028760	-4.068965517241379	12.711469256304849	-25.0	24.0	-5.0	29	19	10	9
LR796541	-9.4	13.02459212413195	-27.0	9.0	-4.5	10	7	3	4
NC_015250	-3.5492957746478875	72.96782789664752	-150.0	106.0	8.0	71	32	39	-7
KY684111	-43.266666666666666	39.54148313972162	-100.0	18.0	-46.0	15	12	3	9
BK033224	-4.333333333333333	5.436502143433363	-10.0	3.0	-6.0	3	2	1	1
BK034272	8.333333333333334	4.4969125210773475	3.0	14.0	8.0	3	0	3	-3
NZ_CP013011	-319.10059171597635	643.7933131976389	-1341.0	701.0	-303.0	169	104	65	39
NZ_CP011267	-831.8988764044943	565.6033676962146	-1825.0	187.0	-845.5	178	161	17	144
NC_041885	-5.705882352941177	9.83848808256965	-25.0	10.0	-4.0	17	12	5	7
NZ_CABVDY010000072	2.0	3.9370039370059056	-3.0	8.0	1.5	4	1	3	-2
JADJDR010000014	9.818181818181818	12.4813911070418	-4.0	31.0	5.0	11	3	8	-5
JBDRQX010000418	1.0	0.0	1.0	1.0	1.0	1	0	1	-1
NZZN01000086	16.0	0.0	16.0	16.0	16.0	1	0	1	-1
NZ_BBYR01000037	-43.111111111111114	34.281334229332586	-107.0	-1.0	-31.0	9	9	0	9
MK500415	2.0	4.0	-2.0	6.0	2.0	2	1	1	0
NC_007914	4.25	6.7592529172978875	-7.0	10.0	7.0	4	1	3	-2
NZ_BAMX01000014	9.391304347826088	58.74909000622517	-85.0	110.0	4.0	23	10	13	-3
MG592518	-13.44	20.004159567449967	-53.0	25.0	-15.0	25	17	8	9
NZ_FOCJ01000009	5.8	70.64767040273398	-93.0	137.0	2.5	30	15	15	0
LR796246	0.07142857142857142	18.444760331147418	-30.0	24.0	4.5	14	6	8	-2
JAGLQO010000009	-3.1666666666666665	10.573814617041267	-18.0	13.0	-4.5	6	4	2	2
OP074244	5.333333333333333	5.734883511361751	-2.0	13.0	5.5	6	2	4	-2
NC_019420	-1.4615384615384615	8.110917472673526	-14.0	12.0	-3.0	13	8	5	3
BK024152	8.25	5.584576975922169	2.0	16.0	7.5	4	0	4	-4
NZ_SCFB01000019	-4.5	3.5	-8.0	-1.0	-4.5	2	2	0	2
MN855763	-27.594594594594593	86.08464076818233	-161.0	107.0	-42.0	74	47	27	20
NZ_JAAFZH010000013	19.5	55.08100095919342	-53.0	95.0	21.0	12	4	8	-4
NC_002649	7.0	6.0	-2.0	17.0	8.0	7	1	6	-5
JAFONU010000182	1.0	0.0	1.0	1.0	1.0	1	0	1	-1
NZ_CAHP01000014	-6.7317073170731705	101.27239876068703	-184.0	175.0	-31.0	41	24	17	7
NZRR01000013	-4.0	2.160246899469287	-6.0	-1.0	-5.0	3	3	0	3
RPPY01000028	-1.5	0.5	-2.0	-1.0	-1.5	2	2	0	2
NZ_NUDL01000035	-10.615384615384615	8.589246062897145	-25.0	3.0	-10.0	13	11	2	9
NC_018270	30.666666666666668	9.086008780292673	16.0	40.0	34.0	6	0	6	-6
NC_053426	161.77777777777777	449.3773538718207	-688.0	809.0	315.0	36	12	24	-12
BK017141	6.25	2.8613807855648994	3.0	10.0	6.0	4	0	4	-4
BK015897	8.6	4.758150901348127	2.0	15.0	7.0	5	0	5	-5
NC_049428	74.60317460317461	56.817876597361554	-46.0	171.0	75.0	63	6	57	-51
QMWC01000219	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1
MK170447	14.428571428571429	27.93797795555179	-34.0	58.0	17.0	14	5	9	-4
LR798360	-74.76923076923077	73.68347465931437	-225.0	75.0	-78.0	52	41	11	30
NC_020850	10.041666666666666	14.423589378360559	-15.0	38.0	11.0	24	6	18	-12
NHCW01000174	-5.666666666666667	6.394442031083626	-16.0	4.0	-6.0	9	7	2	5
JAOKBZ010000003	-7.0	0.0	-7.0	-7.0	-7.0	1	1	0	1
LN890962	72.6	47.26351658520555	-16.0	116.0	83.0	5	1	4	-3
NZ_QKYN01000079	-7.0	0.0	-7.0	-7.0	-7.0	1	1	0	1
BK018336	-5.0	4.301162633521313	-10.0	1.0	-5.5	4	3	1	2
JBBFMB010000003	-2.6666666666666665	21.447610589527216	-33.0	30.0	6.0	9	4	5	-1
PABJ01000126	3.0	0.0	3.0	3.0	3.0	1	0	1	-1
NC_042083	14.428571428571429	5.778213833187625	6.0	22.0	16.0	7	0	7	-7
NZ_NZGW01000060	-1.1111111111111112	12.265076386449133	-24.0	16.0	1.5	18	9	9	0
PCUD01000143	-11.666666666666666	3.2998316455372216	-16.0	-8.0	-11.0	3	3	0	3
NC_048049	75.47058823529412	56.345695223701114	-23.0	179.0	84.5	68	9	59	-50
CP007053	-2599.75	1799.7632156631407	-5732.0	223.0	-2458.5	436	417	19	398
SPRA01000003	-67.5	25.5	-93.0	-42.0	-67.5	2	2	0	2
NC_048827	63.4	60.27617919027198	-28.0	149.0	79.0	45	11	34	-23
NZ_SMFZ01000002	-1301.3873015873016	943.5631871224729	-2954.0	273.0	-1249.0	315	289	26	263
JABSRW010000714	-2.0	0.0	-2.0	-2.0	-2.0	1	1	0	1
SSEM01000350	2.0	1.0	1.0	3.0	2.0	2	0	2	-2
NC_048175	-10.125	13.480889251084292	-34.0	6.0	-5.5	16	12	4	8
NZ_NFJK01000003	-90.35	81.8582769180979	-236.0	13.0	-86.5	40	33	7	26
NC_028938	21.0	13.693063937629153	5.0	42.0	18.5	4	0	4	-4
MT310898	55.40625	67.17647438603413	-62.0	242.0	50.5	32	7	25	-18
MK250085	-85.75	92.2994447437253	-256.0	51.0	-72.0	20	16	4	12
JAFWWV010000134	-3.6	5.388877434122992	-10.0	3.0	-4.0	5	3	2	1
DPSJ01000151	-2.0	1.8708286933869707	-4.0	1.0	-2.5	4	3	1	2
NC_048740	10.333333333333334	6.27162924074226	-1.0	20.0	11.0	9	1	8	-7
NC_027374	32.646153846153844	64.26853058588347	-67.0	168.0	27.0	65	25	40	-15
LR796138	-23.428571428571427	14.420789980908445	-48.0	-7.0	-20.0	7	7	0	7
DRCE01000157	-0.6666666666666666	1.247219128924647	-2.0	1.0	-1.0	3	2	1	1
DATMQY010000012	-16.333333333333332	46.50830272351618	-104.0	56.0	-31.0	15	10	5	5
OU895880	377.2972972972973	665.9941102273805	-823.0	1551.0	213.0	37	16	21	-5
NZ_LXEP01000033	-5.52	15.28690943258316	-26.0	37.0	-8.0	25	18	7	11
MWBZ01000034	10.4	6.770524351924303	1.0	22.0	10.0	5	0	5	-5
BK028423	57.04347826086956	49.776437817653694	-24.0	156.0	50.0	46	7	39	-32
JAKDRT010000259	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1
RGDD01000025	-17.761904761904763	14.969507934479795	-44.0	6.0	-17.0	21	18	3	15
JAFPFX010000006	6.0	4.0	2.0	10.0	6.0	2	0	2	-2
NZ_JBDGIA010000015	9.636363636363637	7.819238829180791	-3.0	21.0	9.0	11	2	9	-7
NZ_CABMJI010000018	-74.3076923076923	77.9939688155285	-209.0	36.0	-84.5	26	20	6	14
NZ_LAJX01000007	3.1818181818181817	22.25398097917511	-33.0	36.0	9.5	22	10	12	-2
NZ_FOXB01000015	4.0	13.0	-9.0	17.0	4.0	2	1	1	0
JBAWXS010000158	-3.0	0.0	-3.0	-3.0	-3.0	1	1	0	1
MK774614	103.40816326530613	72.17408613118218	-29.0	203.0	101.0	49	4	45	-41
BK057480	80.98076923076923	105.83304892878279	-75.0	269.0	57.5	52	15	37	-22
NZ_CP016447	-1364.8171806167402	1196.7684643764524	-3677.0	362.0	-1152.0	454	361	93	268
MW787012	125.22448979591837	97.96214706402036	-9.0	267.0	144.0	49	3	46	-43
NC_048651	17.555555555555557	20.937001329974596	-19.0	52.0	21.5	36	10	26	-16
NZRO01000042	-4.0	2.0	-6.0	-2.0	-4.0	2	2	0	2
JALFMP010000046	3.2	5.491812087098393	-4.0	11.0	5.0	5	2	3	-1
DASXVL010000386	2.0	0.0	2.0	2.0	2.0	1	0	1	-1
PQ114753	6.25	4.322904116447646	-1.0	10.0	8.0	4	1	3	-2
NZ_VWSH01000001	-44.99333333333333	407.866358777262	-761.0	662.0	-50.0	150	78	72	6
NC_021330	-2.3	35.55854327724914	-65.0	58.0	1.0	20	10	10	0
NZ_SWKR01000002	-1060.6051660516605	751.9872092830711	-2291.0	224.0	-1121.0	271	246	25	221
NZZC01000172	1.0	8.020806277010642	-14.0	9.0	4.5	6	2	4	-2
DOEQ01000028	4.5	0.5	4.0	5.0	4.5	2	0	2	-2
NZEE01000076	1.5	2.5	-1.0	4.0	1.5	2	1	1	0
JBEAXF010000266	1.5	0.5	1.0	2.0	1.5	2	0	2	-2
LXWU02000002	455.34722222222223	290.7751211905776	-61.0	940.0	451.5	72	8	64	-56
NC_047748	-19.454545454545453	13.67721154703982	-50.0	-1.0	-16.5	22	22	0	22
NZ_CP054880	-2282.0995024875624	1737.479517771755	-5345.0	548.0	-2420.0	603	529	74	455
DLUS01000174	6.5	4.5	2.0	11.0	6.5	2	0	2	-2
LNUB01000033	-116.93333333333334	84.9908230340194	-252.0	17.0	-124.0	45	41	4	37
NC_024358	2.8333333333333335	9.044642367476756	-9.0	13.0	3.5	6	3	3	0
BK014751	-1.75	4.656984002549289	-8.0	5.0	-2.0	4	3	1	2
NC_049509	95.83333333333333	58.722842422878536	-1.0	210.0	95.5	60	1	59	-58
JAUZPX010000090	1.5	3.3541019662496847	-4.0	5.0	2.5	4	1	3	-2
NC_033624	-602.3478260869565	560.5764586330173	-1507.0	241.0	-709.5	46	31	15	16
NZ_JAMAVP010000019	8.2	7.4404300950953095	-3.0	19.0	7.5	10	2	8	-6
JALNYV010000002	102.8955223880597	88.51243851005218	-25.0	238.0	111.0	67	11	56	-45
JAVXLF010000001	62.27536231884058	141.6770039595547	-135.0	332.0	26.0	69	28	41	-13
NC_070962	-99.48913043478261	70.8762691881173	-207.0	56.0	-110.0	92	81	11	70
DUHO01000031	5.666666666666667	8.339997335464536	-6.0	13.0	10.0	3	1	2	-1
BK055710	6.6	7.172168430816443	-7.0	13.0	8.0	5	1	4	-3
NZ_FMIR01000019	-300.8382352941176	182.06879842958182	-622.0	54.0	-278.0	68	64	4	60
JAOKRP010000002	-2.25	3.5619517121937516	-7.0	3.0	-2.5	4	3	1	2
JBDRRX010000202	12.8	20.3836535815671	-21.0	43.0	16.0	15	5	10	-5
DNBQ01000113	1.0	0.0	1.0	1.0	1.0	1	0	1	-1
JABHQE010000318	1.0	0.0	1.0	1.0	1.0	1	0	1	-1
BK020549	6.2	5.844655678480983	-3.0	13.0	9.0	5	1	4	-3
NHGR01000066	-7.0	3.559026084010437	-10.0	-2.0	-9.0	3	3	0	3
BK055226	-12.25	3.491060010942235	-17.0	-8.0	-12.0	4	4	0	4
LR796144	-9.0	17.515707236649053	-31.0	31.0	-14.0	15	11	4	7
MK892697	6.285714285714286	24.158490289362547	-21.0	39.0	-3.0	7	4	3	1
JAWSTK010000072	-3.5	5.560275772537426	-9.0	6.0	-6.0	6	4	2	2
JAOFBJ010000039	1.0	0.0	1.0	1.0	1.0	1	0	1	-1
JAPLTZ010000143	-6.0	0.0	-6.0	-6.0	-6.0	1	1	0	1
ON169962	-5.389830508474576	61.37686224152665	-108.0	92.0	9.0	59	27	32	-5
LR796205	28.083333333333332	23.214429181485862	-6.0	58.0	30.0	12	2	10	-8
MK892661	23.0625	22.915520804686068	-19.0	57.0	29.5	32	9	23	-14
NZ_PGJH01000013	-36.44444444444444	28.247364129187588	-87.0	1.0	-36.0	18	17	1	16
JAFVSF010000121	0.0	1.0	-1.0	1.0	0.0	2	1	1	0
MDYQ01000013	20.0	0.0	20.0	20.0	20.0	1	0	1	-1
NZ_FYEH01000004	-98.57142857142857	82.647024218933	-215.0	72.0	-109.5	28	23	5	18
OR096706	24.0	0.0	24.0	24.0	24.0	1	0	1	-1
NZ_LGJH01000162	11.233333333333333	46.067112877723176	-53.0	92.0	-1.5	30	16	14	2
DUVE01000053	2.5	0.5	2.0	3.0	2.5	2	0	2	-2
NC_011026	-1016.4444444444445	755.078948942296	-2327.0	368.0	-941.0	288	259	29	230
NZ_VFVY01000001	132.31521739130434	205.88683728794078	-187.0	508.0	75.5	92	25	67	-42
BK036925	-3.142857142857143	6.220440302022069	-13.0	6.0	-4.0	7	5	2	3
MG696115	-32.523809523809526	19.197269269151022	-64.0	7.0	-33.0	21	19	2	17
NZ_FQWY01000047	1.5	0.5	1.0	2.0	1.5	2	0	2	-2
CACRSJ010000106	-682.9862068965517	1570.6093655394059	-3290.0	2086.0	-720.0	145	93	52	41
CM000130	839.4347826086956	649.5358092405855	-99.0	2154.0	742.0	46	3	43	-40
DASPIX010000166	5.666666666666667	4.307615994440028	1.0	12.0	4.0	6	0	6	-6
NZ_CP130318	-167.6762075134168	1669.021465370303	-2945.0	2607.0	9.0	559	279	280	-1
QNCF01000008	-8.8	7.386474125047755	-17.0	1.0	-12.0	5	4	1	3
NYWG01000192	-3.1818181818181817	10.443076713290457	-21.0	11.0	-3.0	11	7	4	3
HQ633061	-56.0	48.035592864231226	-133.0	62.0	-62.0	55	46	9	37
NZ_RCYZ01000004	-90.85416666666667	103.1172450787883	-339.0	75.0	-62.5	48	39	9	30
NHKS02000010	27.733333333333334	14.502720051386527	1.0	44.0	33.0	15	0	15	-15
PCBK01000174	-25.666666666666668	6.548960901462833	-34.0	-18.0	-25.0	3	3	0	3
LC629477	39.10909090909091	48.65151505714259	-44.0	111.0	37.0	55	15	40	-25
MGZY01000022	2.0	0.0	2.0	2.0	2.0	1	0	1	-1
DRBS01000193	-2.3333333333333335	4.921607686744467	-8.0	4.0	-3.0	3	2	1	1
LR796938	-19.8	16.957594168985175	-51.0	6.0	-20.5	10	9	1	8
BK047473	-78.83333333333333	49.46519539591	-158.0	12.0	-83.5	18	17	1	16
MGYJ01000098	11.2	7.291090453423274	1.0	22.0	10.5	10	0	10	-10
BK054523	0.4444444444444444	8.207193472275284	-12.0	15.0	2.0	9	4	5	-1
NC_049415	8.5	15.253805145883154	-11.0	36.0	4.5	14	5	9	-4
BK021570	-7.5	8.845903006477066	-17.0	7.0	-11.5	6	4	2	2
NC_048029	6.142857142857143	9.716386327503972	-10.0	27.0	5.0	21	6	15	-9
NZ_JALPRF010000003	-573.875	311.64262743107344	-1092.0	12.0	-554.5	112	110	2	108
VBOW01000031	2.2857142857142856	14.309979392161319	-19.0	21.0	5.0	7	3	4	-1
NZ_FQYI01000008	-35.19230769230769	34.81160199037233	-112.0	18.0	-36.5	26	21	5	16
NZ_CP073348	-774.38	535.5128342066135	-1731.0	179.0	-800.5	200	168	32	136
MN908690	12.214285714285714	23.649761615919008	-27.0	51.0	13.0	14	6	8	-2
NC_023426	-101.83333333333333	95.11411275118138	-232.0	26.0	-103.5	18	14	4	10
MUCY01000039	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1
BK044069	8.4	5.388877434122992	2.0	15.0	8.0	5	0	5	-5
JAPJNE010000272	1.0	0.0	1.0	1.0	1.0	1	0	1	-1
NC_055773	6.84	21.540064995259417	-23.0	59.0	7.0	25	10	15	-5
BK015993	-4.5	4.031128874149275	-10.0	1.0	-4.5	4	3	1	2
NC_013849	507.788	763.0356839991168	-801.0	1750.0	537.0	250	69	181	-112
NC_025429	7.9818181818181815	65.24791627716856	-124.0	113.0	-1.0	55	28	27	1
NYWG01000260	4.0	4.27617987059879	-2.0	11.0	4.0	7	2	5	-3
AY848684	18.555555555555557	8.328146533974893	2.0	28.0	19.0	9	0	9	-9
MAXR01000078	-5.5	5.220153254455275	-12.0	1.0	-5.5	4	3	1	2
NC_049966	9.214285714285714	11.289556308050953	-14.0	26.0	11.5	14	2	12	-10
NZ_PNYT01000007	14.159090909090908	52.662278712315086	-98.0	102.0	19.5	44	12	32	-20
NZ_FNGM01000034	30.2	15.85433694608513	6.0	54.0	34.5	20	0	20	-20
BK032718	-1.8333333333333333	7.733405172080121	-10.0	12.0	-5.5	6	4	2	2
JAYNJB010000211	1.5	0.5	1.0	2.0	1.5	2	0	2	-2
NZYO01000025	5.777777777777778	8.854098583616237	-5.0	21.0	5.0	9	3	6	-3
NZ_JAUNSF010000011	-7.733333333333333	10.062913207527044	-27.0	14.0	-7.0	15	12	3	9
MK892701	-5.181818181818182	11.0685318219814	-22.0	15.0	-7.0	11	7	4	3
MH617458	0.3333333333333333	8.711422896914653	-11.0	13.0	-3.0	6	4	2	2
NZ_AZRV01000006	-25.303030303030305	23.672621762709213	-86.0	10.0	-20.0	33	30	3	27
QHYH01000035	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1
JAOKRE010000001	38.30769230769231	39.69282945393502	-19.0	104.0	39.5	26	7	19	-12
NC_055784	-21.363636363636363	33.28601324409324	-65.0	42.0	-24.5	22	16	6	10
NC_049850	-56.45454545454545	93.00035546008671	-218.0	151.0	-48.5	44	34	10	24
NZ_CP063169	1507.3746630727762	1105.9717793003192	-399.0	3469.0	1356.0	371	36	335	-299
NCGZ01000032	7.0	0.0	7.0	7.0	7.0	1	0	1	-1
NVXB01000001	-30.11111111111111	75.04681666372015	-156.0	100.0	-41.0	81	50	31	19
JALNZL010000085	-6.0	1.0	-7.0	-5.0	-6.0	2	2	0	2
DRFP01000137	-2.25	4.656984002549289	-9.0	4.0	-2.0	4	3	1	2
NZ_JMKS01000002	8.666666666666666	7.944250191875324	-2.0	22.0	8.0	9	2	7	-5
NC_047825	-3.269230769230769	12.314961795461187	-22.0	23.0	-4.5	26	16	10	6
FUWX01000008	52.04761904761905	43.37156868873366	-27.0	134.0	61.0	21	3	18	-15
JAGCJE010000095	-9.5	5.5	-15.0	-4.0	-9.5	2	2	0	2
NZ_CAJPDG010000001	14.909090909090908	119.18652650016088	-215.0	215.0	24.0	55	18	37	-19
DOZD01000122	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1
NC_013697	66.63829787234043	80.33584439697577	-30.0	201.0	32.0	47	12	35	-23
MK892641	21.142857142857142	11.654901745354938	8.0	37.0	21.0	7	0	7	-7
JAGCOX010000050	-4.0	3.082207001484488	-7.0	1.0	-5.0	4	3	1	2
NZ_VDCQ01000007	-42.125	45.02481954433576	-105.0	30.0	-28.5	16	13	3	10
NZOU01000019	2.8	5.418486873657627	-6.0	9.0	2.0	5	1	4	-3
NZ_FQXV01000018	-2.1818181818181817	19.999173536642964	-33.0	29.0	-5.0	11	7	4	3
MT028491	106.98717948717949	127.60882671722699	-66.0	317.0	69.5	78	21	57	-36
DAOLPE010000010	-8.545454545454545	18.460590143052094	-27.0	28.0	-17.0	11	7	4	3
DASPYK010000453	-4.5	1.5	-6.0	-3.0	-4.5	2	2	0	2
DUMR01000117	-5.5	0.5	-6.0	-5.0	-5.5	2	2	0	2
RKQZ01000001	1007.0051813471503	1130.2515378592755	-922.0	3054.0	990.5	386	99	287	-188
JBAZTQ010000018	19.0	2.0	17.0	21.0	19.0	2	0	2	-2
BK018683	16.03846153846154	20.094930032666237	-24.0	47.0	15.0	26	5	21	-16
MK892849	32.705882352941174	23.45399678941574	-3.0	67.0	26.0	17	2	15	-13
KY684103	63.583333333333336	90.89688144020978	-100.0	234.0	68.5	24	7	17	-10
NC_014414	906.1716417910447	747.8132900716276	-495.0	2132.0	977.5	268	45	223	-178
BK032721	-72.32352941176471	54.53154542433931	-150.0	18.0	-90.5	34	30	4	26
NZ_JACGXN010000011	-46.0	27.4135003237456	-93.0	-7.0	-37.5	12	12	0	12
LR798265	-12.4375	15.36216435760274	-37.0	12.0	-10.0	16	11	5	6
RXGA01000003	89.90322580645162	217.42004163766322	-343.0	414.0	130.0	62	22	40	-18
JABIPJ010000061	-1.1666666666666667	6.8170537787391865	-9.0	11.0	-1.5	6	3	3	0
MK892711	0.7857142857142857	23.85126103712809	-31.0	37.0	4.0	14	6	8	-2
DATIJN010000085	-2.5	0.5	-3.0	-2.0	-2.5	2	2	0	2
NZ_JADMTJ010000006	-1.0	43.58481804064764	-82.0	64.0	-7.5	22	13	9	4
NC_027348	1.7692307692307692	19.187952334548346	-32.0	32.0	2.0	13	6	7	-1
MN939540	55.21818181818182	42.657490404421424	-36.0	134.0	55.0	55	6	49	-43
JAGBAI010000003	-12.0	3.082207001484488	-15.0	-7.0	-13.0	4	4	0	4
LR797210	-39.65	33.091199736485834	-102.0	-1.0	-35.0	20	20	0	20
BK022677	-5.5	6.264982043070834	-14.0	3.0	-5.5	4	3	1	2
MH552495	0.6666666666666666	6.128258770283412	-7.0	8.0	1.0	3	1	2	-1
JAOKQO010000001	2.5714285714285716	7.088363560031587	-9.0	11.0	5.0	7	3	4	-1
LR797474	-72.0377358490566	97.47103338731257	-217.0	96.0	-90.0	53	36	17	19
NZ_JBCIVJ010000001	-49.171875	142.16567741189985	-288.0	215.0	-64.5	64	37	27	10
BK027879	5.5	3.8622100754188224	-1.0	12.0	5.5	6	1	5	-4
NZ_JFZT01000068	14.5	16.5	-2.0	31.0	14.5	2	1	1	0
MN453779	-16.516666666666666	74.3620628337386	-151.0	86.0	-14.5	60	35	25	10
PBYU01000030	-0.4	3.49857113690718	-5.0	4.0	1.0	5	2	3	-1
NZ_MAUH01000001	34.410714285714285	124.29756588607873	-198.0	253.0	44.0	56	21	35	-14
NZ_MJKL01000008	28.333333333333332	21.0923893594085	-6.0	62.0	29.0	6	1	5	-4
BK035736	-23.25	11.388041973930374	-36.0	-10.0	-23.5	4	4	0	4
BK040862	9.285714285714286	10.579147760899211	-8.0	27.0	8.0	7	1	6	-5
LR796537	14.478260869565217	12.610794428023166	-6.0	37.0	16.0	23	4	19	-15
RHBH01000012	-1.5833333333333333	9.970442428609786	-17.0	13.0	1.5	12	6	6	0
NZ_JADKQD010000070	6.222222222222222	6.032831982443657	-2.0	17.0	6.0	9	2	7	-5
JAHFYR010000004	-43.833333333333336	45.892688839170106	-121.0	27.0	-35.0	12	10	2	8
LR796420	-33.265306122448976	64.34529794603047	-155.0	97.0	-24.0	49	32	17	15
BK037030	1.0	6.099180272790763	-9.0	9.0	3.0	5	2	3	-1
NZAS01000130	2.1666666666666665	6.0941684329274075	-7.0	10.0	1.5	6	3	3	0
NZ_CP049740	439.75141242937855	623.0606297734686	-660.0	1526.0	521.0	354	109	245	-136
QMYQ01000227	-3.0	2.0	-5.0	-1.0	-3.0	2	2	0	2
BK033632	16.933333333333334	19.33034459657205	-13.0	50.0	15.0	15	4	11	-7
NC_042047	3.5	57.92390328205249	-97.0	90.0	10.5	56	23	33	-10
JAKUQG010000222	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1
LR796439	12.9	27.500727263110697	-35.0	58.0	8.0	10	3	7	-4
NZ_RMVE01000006	-19.790123456790123	54.84202138744798	-118.0	76.0	-17.0	81	47	34	13
NZ_CAQHYD010000051	-4.0	2.8284271247461903	-9.0	-1.0	-3.0	5	5	0	5
DURM01000027	1.2857142857142858	10.579147760899211	-12.0	20.0	2.0	7	3	4	-1
NC_062753	-23.57894736842105	23.742734710297075	-81.0	10.0	-25.0	19	14	5	9
DQKG01000082	1.0	2.0	-1.0	3.0	1.0	2	1	1	0
LNGC01000143	0.6666666666666666	2.6246692913372702	-3.0	3.0	2.0	3	1	2	-1
JAFWJA010000006	2.0	6.519202405202649	-9.0	8.0	4.5	4	1	3	-2
NC_042132	10.586206896551724	20.369885211836632	-21.0	54.0	9.0	29	11	18	-7
PNJD01000133	3.0	0.0	3.0	3.0	3.0	1	0	1	-1
PEZJ01000009	-16.6	10.287856919689348	-27.0	3.0	-19.0	5	4	1	3
JABWCA010000004	2.0	1.0	1.0	3.0	2.0	2	0	2	-2
NZRF01000035	0.75	3.491060010942235	-4.0	5.0	1.0	4	2	2	0
ADAD01000082	-15.11111111111111	11.76099433102155	-30.0	3.0	-22.0	9	8	1	7
NC_054989	0.3333333333333333	17.35095258351989	-19.0	32.0	-5.5	12	6	6	0
NZ_FRAU01000006	73.76923076923077	55.140594910651735	-8.0	153.0	53.0	13	1	12	-11
BK014964	-2.8	7.807688518377254	-13.0	9.0	-6.0	5	3	2	1
BK039300	15.916666666666666	18.97787454437989	-11.0	51.0	12.0	24	5	19	-14
NC_028856	17.304347826086957	25.652247604905206	-27.0	57.0	19.0	23	6	17	-11
NZ_CP083093	-11.272727272727273	9.225369261798084	-25.0	3.0	-13.0	11	9	2	7
NZ_CP050301	-1261.2236842105262	1083.105018300224	-3049.0	622.0	-1281.0	456	376	80	296
LR797213	-1.7647058823529411	21.49837042186797	-40.0	36.0	-1.0	17	9	8	1
SEBU01000003	167.4909090909091	141.05264945173974	-11.0	445.0	115.0	55	2	53	-51
NC_003076	-3915.8120805369126	3077.743883813386	-9271.0	1384.0	-4048.5	298	261	37	224
JAOPUW010000102	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1
JABDMT010000092	5.0	0.0	5.0	5.0	5.0	1	0	1	-1
NZRF01000122	-17.333333333333332	7.3181661333667165	-23.0	-7.0	-22.0	3	3	0	3
QNXS01000007	5.75	3.960744879438715	1.0	11.0	5.5	4	0	4	-4
NC_070772	1.1428571428571428	11.53167775463461	-20.0	19.0	3.0	21	10	11	-1
MZ043613	-3.212121212121212	34.73427926568392	-60.0	80.0	-12.0	33	20	13	7
LC597490	100.4888888888889	104.70734288635629	-37.0	257.0	65.0	45	11	34	-23
KX160207	-16.366666666666667	16.17711002895415	-44.0	8.0	-13.5	30	24	6	18
JAWCPQ010000087	-1.0	0.0	-1.0	-1.0	-1.0	1	1	0	1
LR798243	69.74666666666667	133.64351520203124	-156.0	297.0	75.0	75	27	48	-21
JAFCZZ010000010	-6.0	11.081516141756055	-16.0	9.0	-14.0	5	3	2	1
NZ_PPSL01000001	-181.63829787234042	283.6651401296295	-709.0	237.0	-169.0	94	62	32	30
NC_048096	-1.2727272727272727	19.83152178221195	-28.0	39.0	-3.0	22	12	10	2
NZYI01000018	-5.5	5.024937810560445	-13.0	1.0	-5.0	4	3	1	2
BK029096	7.0	0.0	7.0	7.0	7.0	1	0	1	-1
NZ_JBFTBT010000013	-30.564102564102566	23.740903652681187	-84.0	-1.0	-25.0	39	39	0	39
NZRF01000269	-6.75	1.920286436967152	-9.0	-4.0	-7.0	4	4	0	4
OR003938	96.87096774193549	79.33401903649424	-47.0	208.0	124.5	62	15	47	-32
JAFWHK010000015	-4.8	7.833262411026456	-14.0	5.0	-8.0	5	3	2	1
DMCA01000255	-2.0	0.0	-2.0	-2.0	-2.0	1	1	0	1
NC_028664	-17.05263157894737	12.158919984112709	-45.0	-1.0	-15.0	19	19	0	19
NC_015681	-907.8724279835391	597.6951789459717	-2002.0	192.0	-911.0	243	223	20	203
NZ_KB442455	-0.08333333333333333	36.115074568815594	-61.0	54.0	7.5	36	15	21	-6
JAFGXT010000207	7.666666666666667	6.599663291074444	-1.0	15.0	9.0	3	1	2	-1
NZ_JAPEPS010000001	2693.0655066530194	2653.5068968045916	-1764.0	7036.0	2773.0	977	210	767	-557
NZ_CAAAIB010000015	6.923076923076923	27.995773138269776	-43.0	52.0	7.5	26	9	17	-8
FUZS01000009	34.07142857142857	31.580880937939753	-13.0	82.0	39.5	14	3	11	-8
